V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apple,Q2.4_5,Q2.4_loquat,Q2.4_rambutan,Q2.4_mangosteen,Q2.4_peach,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q10.2_1,Q10.2_2,Q10.2_3,Q10.2_4,Q10.2_5,Q10.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,LocationLatitude,LocationLongitude,LocationAccuracy
R_a4C32e78q8u4fsN,Default Response Set,Anonymous,,,93.223.35.91,0,5/3/16 12:15,5/3/16 13:08,1,400589,2,,1,,,,,,,,,,1,3,1,1,3,1,3,5,3,5,3,4,,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,5,4,6,2,6,6,6,2,6,6,6,1,,4,1,,,,,,,,,,,,,,1,2,2,1,1,2,2,1,2,4,2,3,2,2,2,2,4,4,4,4,4,4,2,1,4,2,1,7,4,49.01530457,12.05769348,-1
R_a5n6mi3FqcPgrIN,Default Response Set,Anonymous,,,178.24.50.178,0,5/3/16 13:06,5/3/16 13:08,1,400784,2,,1,,,,,,,,,,1,4,1,1,3,1,3,3,5,5,1,4,,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.84080505,12.0756073,-1
R_6hTSyr5QESWJzed,Default Response Set,Anonymous,,,88.78.138.236,0,5/3/16 12:54,5/3/16 13:09,1,400721,2,,1,,1,,,,,,,,,5,3,1,3,1,3,5,5,5,3,4,,7,7,5,4,6,2,2,4,7,5,2,6,5,5,5,6,7,5,4,6,7,7,6,5,5,5,1,7,4,3,4,2,6,6,1,5,7,4,3,1,,,,,,4,1,,,,,,,,,,3,1,3,2,1,2,3,1,1,5,,,,,,,1,3,4,2,4,4,2,1,4,3,2,24,2,52.51669312,13.3999939,-1
R_2hlk0h5ci8TAiTb,Default Response Set,Anonymous,,,84.119.203.147,0,5/3/16 12:55,5/3/16 13:09,1,400728,2,,1,,,,,,,,,,1,6,1,1,3,1,2,5,5,5,3,4,,2,6,4,4,7,2,5,3,3,5,2,6,4,4,5,5,5,5,4,6,5,2,7,5,2,5,2,4,5,4,5,2,5,6,2,2,4,5,4,1,,,,,,,,3,3,3,3,3,5,1,,,2,1,2,1,1,1,2,1,1,5,,,,,,,3,3,3,3,4,4,2,1,6,2,1,32,5,51,9,-1
R_b2cSJO7zpLNa92R,Default Response Set,Anonymous,,,2.201.2.40,0,5/3/16 13:09,5/3/16 13:09,1,400789,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.74380493,12.64529419,-1
R_9prRk4Ki45XnQON,Default Response Set,Anonymous,,,93.221.66.36,0,5/3/16 12:54,5/3/16 13:10,1,400723,2,,1,,,,,,,,,,1,4,2,1,1,2,1,5,5,5,4,4,,5,6,3,4,6,2,4,4,5,4,3,7,5,4,6,4,7,7,4,7,6,6,5,4,1,4,4,5,4,5,4,2,5,5,4,1,4,7,6,1,,,,,,,,,,,,,,,4,1,2,2,2,1,1,2,2,2,2,5,,,,,,,2,2,2,1,2,2,1,1,4,2,1,17,2,50.45649719,7.469299316,-1
R_3kIziwPnpL0zQEJ,Default Response Set,Anonymous,,,178.27.86.118,0,5/3/16 13:02,5/3/16 13:10,1,400773,2,,1,,,,,,,,,,1,2,3,3,3,3,3,5,5,5,3,4,,5,6,5,3,2,3,1,3,5,5,2,1,5,6,5,6,7,6,6,3,7,6,4,3,1,5,2,6,5,1,4,2,5,6,3,1,6,5,2,1,,,,,,,,3,3,3,3,3,3,1,,,3,1,3,2,1,2,1,3,1,5,,,,,,,3,2,2,2,2,3,1,4,1,2,1,5,2,48.1381073,11.61470032,-1
R_3qjAIl42UDyOwSN,Default Response Set,Anonymous,,,46.74.169.132,0,5/3/16 12:59,5/3/16 13:10,1,800111,2,,1,1,,,,,,,,,,4,3,3,1,2,3,5,5,5,3,2,,6,1,5,3,7,2,2,3,5,6,1,6,5,5,6,6,7,3,5,6,6,6,6,3,5,6,1,6,6,2,6,2,5,6,2,6,3,3,3,1,,,,,,7,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,2,2,2,2,2,2,2,2,1,2,1,20,3,48.19999695,16.36669922,-1
R_1A3kMzggjs8cfEF,Default Response Set,Anonymous,,,95.91.237.53,0,5/3/16 12:59,5/3/16 13:11,1,400763,2,,1,,,,,,,,,,1,7,1,1,1,1,2,5,5,5,3,4,,6,7,2,3,6,1,2,2,4,6,2,6,2,7,6,6,7,5,1,6,6,7,4,2,4,6,1,6,6,4,7,2,7,7,2,2,2,4,4,1,,,,,,3,1,,,,,,,,,,2,2,2,1,1,1,2,1,2,4,4,3,4,3,3,3,3,3,3,3,3,3,2,2,3,2,1,43,2,48.12229919,11.62049866,-1
R_eWnRv7Lh3miPJfn,Default Response Set,Anonymous,,,79.224.217.55,0,5/3/16 12:59,5/3/16 13:11,1,400761,2,,1,,,,,,,,,,1,7,2,1,2,1,3,5,5,4,3,4,,4,7,2,4,7,2,3,3,5,5,4,6,4,5,5,5,5,4,3,6,3,5,6,4,3,4,2,6,5,3,5,2,6,5,1,2,5,6,4,1,,,,,,,,,,,,,,,4,1,2,2,2,1,1,2,3,3,1,3,6,5,5,5,5,5,4,4,4,4,4,4,1,1,6,2,1,42,2,50.1000061,8.766693115,-1
R_0GTSkyEp8BlpTOl,Default Response Set,Anonymous,,,178.165.131.205,0,5/3/16 13:03,5/3/16 13:11,1,800114,2,,1,,,,,,,,,,1,5,3,1,1,1,2,5,5,5,3,2,,7,7,4,1,7,1,1,4,7,7,1,7,1,7,7,1,7,5,1,7,7,7,7,1,5,1,1,7,1,7,1,1,7,7,1,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19999695,16.36669922,-1
R_1GnRHBrUOKalUbP,Default Response Set,Anonymous,,,84.61.87.206,0,5/3/16 11:51,5/3/16 13:11,1,400481,,,1,,,,,,,,,,1,4,3,1,1,1,3,5,5,5,3,4,,4,6,2,3,6,2,1,3,5,6,2,5,4,7,6,7,7,5,3,5,6,6,5,3,2,6,2,6,6,4,6,2,6,5,4,6,3,5,5,1,,,,,,,,2,2,3,3,3,4,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,1,4,4,3,12,3,51.25,6.383300781,-1
R_9z8OhhlDHvYTK9D,Default Response Set,Anonymous,,,80.123.50.177,0,5/3/16 13:09,5/3/16 13:11,1,800118,2,,1,,,,,,,,,,1,4,,1,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.88330078,16.25,-1
R_eM2gLgLrTyS0jbv,Default Response Set,Anonymous,,,80.226.24.4,0,5/3/16 12:59,5/3/16 13:12,1,400765,2,,1,,,,,,,1,,,,6,1,1,3,1,4,5,5,5,4,4,,7,7,6,1,5,2,2,2,6,6,1,6,2,6,6,6,7,2,2,5,6,7,5,6,6,6,1,7,6,5,6,2,6,6,1,4,5,3,5,1,,,,6,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,2,2,2,2,35,3,51,9,-1
R_6y5DI7kZrzz16T3,Default Response Set,Anonymous,,,62.178.254.179,0,5/3/16 12:59,5/3/16 13:12,1,800109,2,,1,,,1,,,,,,,,3,3,1,1,2,2,5,5,4,3,2,,4,7,2,3,7,2,3,4,5,4,2,5,4,4,5,5,7,4,4,6,7,7,6,4,3,4,2,6,4,2,5,2,6,5,1,3,4,5,2,1,,7,1,,,,,,,,,,,,,,2,3,3,1,1,3,2,1,1,3,7,7,7,7,5,7,3,2,3,3,2,4,2,4,3,2,1,9,3,48.21899414,16.49499512,-1
R_2l9he13x7LlbYK9,Default Response Set,Anonymous,,,93.133.55.195,0,5/3/16 12:59,5/3/16 13:12,1,400759,2,,1,,,,,,,,,,1,6,3,1,2,2,3,5,5,5,3,4,,4,5,6,4,5,5,4,4,3,5,3,6,5,3,6,5,2,5,3,5,4,4,4,7,3,3,5,7,7,2,6,2,5,6,4,2,6,6,6,1,,,,,,2,1,,,,,,,,,,2,2,2,2,1,2,2,2,1,2,7,7,7,7,7,7,1,1,1,1,1,1,1,1,4,3,2,31,3,48.35090637,10.89500427,-1
R_1Nct9HNYRhcpsJ7,Default Response Set,Anonymous,,,77.64.252.67,0,5/3/16 13:05,5/3/16 13:13,1,400779,2,,1,,,,,,,,,,1,3,3,1,2,1,3,5,5,5,2,4,,7,6,5,4,7,3,3,5,5,2,1,6,3,3,6,4,7,5,2,7,7,7,6,5,3,4,1,7,4,5,5,2,5,7,7,2,4,5,4,1,,,,,,6,1,,,,,,,,,,2,1,3,3,1,3,1,1,1,3,2,3,3,4,3,2,3,4,4,3,4,4,1,1,2,2,1,8,1,51.30000305,11.8999939,-1
R_ePaX2opLAGMh5jf,Default Response Set,Anonymous,,,84.134.101.219,0,5/3/16 12:51,5/3/16 13:13,1,400697,2,,1,,,1,,,,,,,,2,1,1,2,1,3,5,5,5,3,4,,5,6,4,3,6,3,1,3,4,5,2,7,4,6,6,5,7,6,2,6,5,5,5,3,4,6,1,6,4,3,6,2,5,4,3,1,2,5,6,1,,4,1,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,2,5,,,,,,,4,3,2,3,2,3,2,2,1,4,1,4,2,51.41670227,9.399993896,-1
R_cN2QzYeE8uu26ON,Default Response Set,Anonymous,,,37.24.159.131,0,5/3/16 13:03,5/3/16 13:13,1,400776,2,,1,,,,,,,,,,1,7,2,1,3,1,3,5,5,5,3,4,,7,7,5,3,3,1,2,3,2,6,5,4,2,6,7,6,7,2,2,5,6,6,6,7,4,7,2,7,7,6,7,2,6,4,5,2,6,6,6,1,,,,3,1,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,3,7,7,7,7,7,7,2,2,2,2,2,2,2,2,1,1,,44,3,51,9,-1
R_cOsy8JFMpo07UHz,Default Response Set,Anonymous,,,178.26.180.67,0,5/3/16 13:05,5/3/16 13:13,1,400780,2,,1,,,,,,,,,,1,4,2,1,3,1,5,5,5,5,5,4,,7,7,4,4,6,2,1,3,7,7,2,6,2,7,6,7,7,5,2,7,7,7,6,2,4,6,4,7,7,2,7,2,6,7,3,5,7,6,4,1,,,,,,,,3,3,3,2,3,7,1,,,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,3,3,3,3,3,3,1,4,5,4,1,12,4,49.01429749,12.1427002,-1
R_06ZxuCkfbupVfsF,Default Response Set,Anonymous,,,95.118.188.71,0,5/3/16 12:58,5/3/16 13:13,1,400754,2,,1,,,1,,,,,,,,4,2,1,3,1,3,5,5,5,3,4,,6,6,4,4,5,2,2,4,4,5,2,5,3,6,6,5,6,5,3,5,5,5,4,5,3,6,3,5,5,5,6,2,6,4,2,2,4,5,5,1,,4,1,,,,,,,,,,,,,,2,1,2,1,1,3,3,1,1,5,,,,,,,2,2,2,2,2,2,2,1,3,3,2,13,2,52.45530701,10.00740051,-1
R_4SzoP9XXZBssG3j,Default Response Set,Anonymous,,,178.190.233.220,0,5/3/16 13:02,5/3/16 13:14,1,800112,2,,1,,,,,,,,,,1,7,3,1,3,3,2,5,5,5,3,2,,1,7,1,1,1,1,1,1,7,7,1,4,1,7,7,7,7,4,1,1,7,7,4,7,4,7,1,7,7,1,7,2,7,7,1,3,1,5,5,1,,,,,,,,,,,,,,,7,1,2,3,2,2,2,1,2,1,2,5,,,,,,,1,1,1,1,3,3,1,5,4,2,1,41,3,48.21670532,16.3999939,-1
R_eeOVDWBPSrkEHd3,Default Response Set,Anonymous,,,79.241.67.83,0,5/3/16 12:52,5/3/16 13:14,1,400707,2,,1,,,,,,,,,,1,6,1,1,1,1,3,5,5,5,3,4,,7,7,6,4,7,2,1,1,6,4,6,6,4,7,6,7,7,5,6,7,7,7,4,1,2,7,7,7,7,7,7,2,7,7,4,2,7,6,6,1,,,,,,,,,,,,,,,4,1,2,1,2,1,1,2,1,1,1,4,7,7,7,7,7,7,4,4,4,4,4,4,2,1,3,2,1,40,3,48.76669312,9.183303833,-1
R_bllkmt21ltT5qQd,Default Response Set,Anonymous,,,2.166.29.57,0,5/3/16 12:48,5/3/16 13:15,1,400686,2,,1,,,,,,,,,,1,6,3,3,1,2,5,5,5,5,2,4,,6,6,3,2,5,2,6,2,5,6,2,2,2,6,6,6,5,4,1,6,5,4,6,2,4,6,2,2,6,1,6,2,5,6,1,2,2,4,4,1,,4,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,2,3,2,4,4,2,6,3,2,1,34,2,51,9,-1
R_0VCjJ9Fh7qU38Rn,Default Response Set,Anonymous,,,93.82.53.251,0,5/3/16 13:02,5/3/16 13:15,1,800113,1,1,1,1,1,,,,,,,,,4,2,2,1,1,3,5,5,5,3,2,,5,6,3,2,5,2,2,3,2,6,1,3,2,6,6,6,2,5,2,6,5,6,5,2,3,5,1,6,7,2,4,2,6,6,1,5,2,5,5,1,,,,7,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,3,3,3,3,5,5,2,2,2,4,3,17,5,48.41670227,15.6000061,-1
R_befoIx9v8E58hYp,Default Response Set,Anonymous,,,95.90.242.165,0,5/3/16 12:56,5/3/16 13:15,1,400734,2,,1,,,,,,,,,,1,6,3,2,3,2,5,5,5,5,3,4,,6,5,5,4,6,5,3,3,6,5,4,5,3,5,5,6,7,5,2,7,5,6,5,3,3,5,1,6,6,2,6,2,6,6,1,3,5,5,5,1,,,,,,,,4,2,3,3,2,6,1,,,2,3,2,1,1,1,2,1,1,5,,,,,,,3,3,3,3,4,3,2,1,4,2,1,32,2,52.51669312,13.3999939,-1
R_3PExb3hWU1tEtHD,Default Response Set,Anonymous,,,89.13.183.58,0,5/3/16 13:00,5/3/16 13:16,1,400771,2,,1,,,,,,,,,,1,4,3,1,1,1,1,5,5,5,1,4,,7,6,6,5,5,6,3,5,6,5,2,7,3,6,5,6,7,5,7,6,7,7,5,5,2,5,1,6,3,1,2,2,5,2,2,5,,6,6,1,,,,2,1,,,,,,,,,,,,2,2,2,1,1,2,1,1,2,4,3,2,4,2,5,4,1,2,2,2,2,3,2,3,2,3,2,13,2,49.83810425,8.218902588,-1
R_1AqKbEZK0LWxZ3f,Default Response Set,Anonymous,,,93.128.58.63,0,5/3/16 13:08,5/3/16 13:16,1,400788,2,,1,,,,,,,,,,1,8,4,3,4,3,4,5,5,5,4,4,,7,7,1,3,1,1,4,3,5,5,2,3,4,5,5,7,7,7,2,2,6,6,2,2,2,4,1,5,5,3,6,2,4,7,1,1,3,7,7,1,,,,4,1,,,,,,,,,,,,2,3,2,1,2,1,2,1,1,5,,,,,,,4,2,2,1,4,4,2,5,1,1,,51,2,49.3374939,6.930099487,-1
R_5tEUG6X6bvA7Gol,Default Response Set,Anonymous,,,146.52.124.182,0,5/3/16 13:14,5/3/16 13:16,1,400801,2,,2,,,,,,,,,,1,8,2,1,1,2,5,5,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.12240601,11.54490662,-1
R_0VwoPv4bQqD0sm1,Default Response Set,Anonymous,,,193.81.137.60,0,5/3/16 13:09,5/3/16 13:16,1,800117,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,2,2,,5,5,3,2,4,3,2,2,3,5,2,5,3,5,6,5,7,5,2,4,5,5,3,2,4,7,2,3,6,2,6,2,5,5,3,1,3,5,5,1,,,,,,,,1,1,3,3,3,7,1,,,3,3,3,1,1,3,2,3,1,5,,,,,,,5,4,5,5,4,4,1,1,6,2,1,27,2,48.21899414,16.49499512,-1
R_bKPf5Op6fk11PGR,Default Response Set,Anonymous,,,79.230.222.252,0,5/3/16 13:06,5/3/16 13:17,1,400781,2,,1,,,,,,,,,,1,4,3,2,1,1,3,5,5,5,3,4,,7,7,2,4,7,1,2,4,7,6,2,6,3,5,7,6,4,5,3,6,7,7,7,5,4,5,1,6,5,1,5,2,7,7,2,4,4,5,1,1,,3,1,,,,,,,,,,,,,,2,1,2,1,2,1,1,1,1,5,,,,,,,3,1,2,2,2,2,2,2,4,2,1,13,2,47.91670227,7.699996948,-1
R_dpekjAFt2ifpVaZ,Default Response Set,Anonymous,,,84.177.177.185,0,5/3/16 13:09,5/3/16 13:17,1,400792,2,,1,,,,,,,,,,1,8,2,2,2,1,3,5,5,5,2,4,,5,5,5,5,3,3,3,4,4,5,3,4,5,5,6,6,7,5,4,4,5,5,6,4,3,5,3,6,5,2,6,2,5,6,3,4,5,5,4,1,,3,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,1,1,5,,,,,,,2,2,2,2,2,2,1,5,2,2,1,54,3,48.88349915,12.57969666,-1
R_ekXWCVXT7ZuvM0J,Default Response Set,Anonymous,,,95.90.201.88,0,5/3/16 13:12,5/3/16 13:17,1,400796,2,,1,,,1,,,,,,,,4,3,1,3,2,3,5,5,5,4,4,,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,,,,4,1,,,,,,,,,,,,2,3,2,1,3,3,2,1,3,5,,,,,,,3,3,4,4,4,4,2,1,4,2,1,15,2,53.08410645,8.827102661,-1
R_bdw1ACQ1FVdYg2F,Default Response Set,Anonymous,,,178.4.47.133,0,5/3/16 11:11,5/3/16 13:17,1,400321,2,,1,,,,,,,,,,1,4,1,1,1,1,3,5,5,5,3,4,,4,4,4,4,5,3,2,3,5,6,3,5,3,6,5,5,5,4,4,7,5,3,6,4,3,5,2,5,5,6,4,2,4,5,4,3,5,5,6,1,,,,,,,,,,,,,,,4,1,3,3,3,1,1,3,3,3,1,5,,,,,,,3,3,4,3,2,3,2,2,4,2,1,12,2,51.52560425,6.851699829,-1
R_2lCJKmZm6YaDcEJ,Default Response Set,Anonymous,,,78.54.145.0,0,5/3/16 13:08,5/3/16 13:18,1,400786,,,1,,,,,,,,,,1,8,3,1,1,1,1,5,5,5,3,4,,5,6,4,2,5,2,2,2,6,6,2,4,2,6,6,6,5,4,2,5,4,5,5,4,4,6,2,6,6,5,6,2,5,5,4,2,4,5,5,1,,,,,,4,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,4,3,4,2,4,4,2,5,5,2,1,51,2,53.55000305,10,-1
R_1Lzb47awJSNgr89,Default Response Set,Anonymous,,,93.216.79.16,0,5/3/16 13:18,5/3/16 13:19,1,400810,2,,1,,,,,,,,,,1,4,1,1,1,1,1,2,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.86759949,8.664398193,-1
R_6X9cv9xwtONEYvP,Default Response Set,Anonymous,,,80.144.31.243,0,5/3/16 13:16,5/3/16 13:19,1,400805,2,,1,,,,,,,,,,1,3,2,1,2,1,5,5,5,5,1,4,,6,2,6,4,5,5,6,4,5,6,3,5,6,5,5,4,5,6,3,3,3,4,5,5,3,5,5,4,5,4,3,6,5,6,3,4,6,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.08329773,10.33329773,-1
R_bHs0CDf46C3TU9L,Default Response Set,Anonymous,,,178.190.16.99,0,5/3/16 12:55,5/3/16 13:19,1,800107,2,,1,,,,,,,,,,1,6,2,1,2,1,3,5,5,5,3,2,,7,7,2,3,7,1,1,1,5,6,1,3,1,7,7,7,7,7,1,7,7,7,7,7,1,7,1,7,1,1,1,2,7,7,1,1,5,6,5,1,,,,,,,,1,1,1,1,1,3,1,,,2,3,2,1,2,1,1,1,2,5,,,,,,,1,1,1,1,1,1,2,2,2,2,2,30,2,48.36000061,14.25849915,-1
R_0DL6p9NR2hp49Jr,Default Response Set,Anonymous,,,87.148.138.22,0,5/3/16 13:06,5/3/16 13:19,1,400783,2,,1,,,,,,,,,,1,8,1,1,2,1,3,5,5,5,3,4,,5,7,4,3,3,3,2,4,3,7,1,5,5,5,6,6,7,4,2,4,7,6,6,4,3,6,2,7,7,3,7,2,6,7,3,1,2,6,5,1,,,,,,3,1,,,,,,,,,,2,2,2,1,2,1,2,1,2,4,4,3,3,3,3,3,3,3,3,3,2,3,1,5,3,2,1,57,4,50.8092041,10.24479675,-1
R_cwK0E5IIlUstFA1,Default Response Set,Anonymous,,,91.53.47.217,0,5/3/16 13:09,5/3/16 13:19,1,400791,2,,1,,,,,,,,,,1,8,1,2,2,1,4,5,5,5,3,4,,5,6,3,2,,4,2,5,6,5,1,4,2,5,5,4,6,3,1,5,6,4,7,3,5,4,7,6,6,5,5,2,6,5,5,4,4,3,5,2,,,,,,,,,,,,,,,3,1,2,3,2,3,2,1,3,1,2,4,3,5,4,5,4,3,5,3,2,3,4,3,1,5,2,4,1,58,6,48.03329468,11.19999695,-1
R_cMc7omR1c0hH8Wh,Default Response Set,Anonymous,,,188.194.167.162,0,5/3/16 13:19,5/3/16 13:19,1,400811,1,1,1,,,1,,,,,,,,4,2,4,2,2,3,3,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.53590393,12.15229797,-1
R_dmKDnRmWBApCh4p,Default Response Set,Anonymous,,,178.12.63.2,0,5/3/16 13:10,5/3/16 13:21,1,400794,2,,1,,,1,,,,,,,,3,1,1,2,2,3,5,5,5,3,4,,6,7,2,4,7,1,2,4,2,5,2,6,4,5,5,5,6,5,4,6,7,7,6,4,4,4,3,6,4,2,4,2,7,6,3,6,4,5,2,1,,,,,,5,1,,,,,,,,,,2,2,2,1,1,2,2,1,1,5,,,,,,,1,1,1,1,2,1,2,4,1,1,,8,3,51.36669922,12.38330078,-1
R_0VWDLK2mq96gfB3,Default Response Set,Anonymous,,,80.121.7.214,0,5/3/16 13:19,5/3/16 13:21,1,800121,2,,1,,,,,,,,,,1,5,1,1,2,1,2,4,3,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.32440186,14.39759827,-1
R_bqKGVRJBgDCnwMd,Default Response Set,Anonymous,,,92.225.52.246,0,5/3/16 13:16,5/3/16 13:22,1,400806,2,,1,,,,,,,,,,1,8,3,3,1,3,4,5,5,5,4,4,,5,5,4,3,3,2,3,2,5,5,3,4,2,5,6,5,5,5,2,4,4,5,4,2,4,5,4,5,5,1,4,2,5,5,5,3,4,5,5,1,,,,,,4,1,,,,,,,,,,2,1,3,2,1,2,3,1,1,5,,,,,,,4,4,4,4,4,4,1,5,4,2,1,62,2,52.51669312,13.3999939,-1
R_br50gZfFoL3spcV,Default Response Set,Anonymous,,,217.244.156.21,0,5/3/16 13:13,5/3/16 13:22,1,400799,2,,1,,,,,,,,,,1,4,2,1,1,1,3,5,5,5,3,4,,5,7,3,3,6,1,2,3,5,6,2,5,3,6,5,6,7,5,3,6,5,7,6,2,5,5,2,7,6,7,4,2,6,5,2,2,6,4,5,1,,1,1,,,,,,,,,,,,,,2,1,3,1,1,3,2,3,1,5,,,,,,,4,3,4,3,4,3,2,2,2,4,2,13,3,52.51669312,13.3999939,-1
R_9RhjpGyhF0gm7KB,Default Response Set,Anonymous,,,109.91.37.4,0,5/3/16 13:20,5/3/16 13:22,1,400816,2,,1,,,,,,,,,,1,2,,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,-1
R_0AujOMi6dVUHy6N,Default Response Set,Anonymous,,,78.53.32.54,0,5/3/16 13:12,5/3/16 13:22,1,400795,2,,1,,1,1,,,,,1,,,3,3,1,1,2,3,5,5,5,3,4,,7,7,6,4,6,5,3,4,6,4,3,6,4,5,7,6,6,6,4,7,6,6,4,6,4,6,3,7,6,5,6,2,6,7,4,5,4,5,4,1,,,,3,1,,,,,,,,,,,,2,1,2,1,1,2,2,1,1,4,4,3,3,3,4,4,2,4,3,3,4,2,2,1,2,2,1,5,2,52.51669312,13.3999939,-1
R_eVtYhkhv44ZvaqF,Default Response Set,Anonymous,,,217.254.14.96,0,5/3/16 13:20,5/3/16 13:22,1,400818,2,,1,,1,,,,,,,,,4,1,1,3,1,1,4,3,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.04719543,13.75270081,-1
R_51iRerEuDHSiQD3,Default Response Set,Anonymous,,,85.197.50.226,0,5/3/16 13:14,5/3/16 13:23,1,400800,2,,1,,,,,,,,,,1,4,1,3,1,2,1,5,4,5,3,4,,7,7,5,3,5,2,3,3,7,6,1,4,3,6,5,6,5,3,3,5,7,6,5,4,3,6,1,3,6,3,5,2,7,6,2,2,3,5,6,1,,,,,,,,,,,,,,,7,1,3,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,4,2,4,1,2,2,2,1,4,2,1,19,5,50.92010498,6.955093384,-1
R_25Flipefwi1JltP,Default Response Set,Anonymous,,,95.91.200.112,0,5/3/16 13:17,5/3/16 13:23,1,400808,2,,1,,,,,,,,,,1,4,3,5,2,2,2,5,5,5,3,4,,7,6,3,4,7,3,2,4,5,5,3,6,4,4,4,4,4,4,4,7,5,4,7,4,4,4,3,5,4,5,4,2,5,5,3,4,4,5,4,1,,,,,,,,1,3,3,3,2,7,1,,,3,3,3,1,1,3,2,3,1,4,7,6,6,7,4,4,2,2,4,3,4,4,2,1,3,1,,20,4,49.24310303,6.975692749,-1
