V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_4PJsIXg9t7tzOFD,Default Response Set,Anonymous,,,108.215.43.30,0,5/3/16 14:55,5/3/16 15:05,1,200750,2,,1,,,,,,,,,,1,7,2,2,1,1,2,5,5,5,3,9,,5,5,5,5,7,4,3,3,4,5,3,5,4,4,5,5,5,4,3,6,5,5,5,5,4,5,4,5,4,6,4,2,5,6,4,3,5,5,5,1,,4,,5,1,,,,,,,,,,,,,,2,2,2,2,1,2,3,2,1,3,5,4,5,4,5,5,2,2,3,3,3,2,2,2,2,2,1,45,48,4,,2,1,,,,,,,32.73710632,-96.90550232,-1
R_7865u3KbxVZ0XBz,Default Response Set,Anonymous,,,73.148.252.7,0,5/3/16 14:58,5/3/16 15:05,1,200761,2,,1,,,,,,,,,,1,7,1,1,1,2,1,5,5,5,3,9,,5,3,3,4,5,3,4,3,3,3,3,4,4,2,3,3,6,5,3,5,5,5,5,4,2,4,4,3,4,3,4,2,2,5,4,3,5,5,4,1,,1,,,,,,5,1,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,3,3,4,3,4,4,3,3,3,4,4,3,2,5,7,1,,10,44,4,,2,1,,,,,,,30.10229492,-81.35320282,-1
R_5z2V40sFRHG4YM5,Default Response Set,Anonymous,,,172.56.40.49,0,5/3/16 14:56,5/3/16 15:06,1,200755,2,,1,,1,,,,,,,,,5,1,3,2,1,3,5,5,5,1,9,,3,6,5,3,6,5,1,1,3,7,5,4,1,7,7,7,6,5,1,5,3,5,5,2,5,7,5,7,7,5,7,2,3,6,5,6,5,5,5,2,,1,,,,6,1,,,,,,,,,,,,2,1,2,1,2,2,2,1,1,5,,,,,,,1,1,1,1,1,1,2,1,4,1,,5,30,6,,1,1,,,,,,,33.95170593,-118.2956009,-1
R_0Ajp4eTRy9MYLvT,Default Response Set,Anonymous,,,71.122.201.178,0,5/3/16 14:58,5/3/16 15:06,1,200760,2,,1,,,,,,,,,1,,8,2,3,3,2,2,5,5,5,2,9,,1,7,5,4,7,2,2,4,3,6,5,6,5,5,5,5,6,6,4,7,7,6,6,4,1,5,5,6,6,4,5,2,5,6,4,1,6,7,7,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,4,5,5,5,5,4,4,4,4,3,3,3,1,2,4,2,1,10,57,6,,2,1,,,,,,,27.71459961,-82.23220062,-1
R_9EwZNRU01bTcTjf,Default Response Set,Anonymous,,,70.43.146.78,0,5/3/16 14:53,5/3/16 15:07,1,200745,2,,1,,,,,,,,1,,,6,3,3,2,3,4,5,5,5,4,9,,5,5,4,4,4,3,4,4,4,5,3,4,4,4,5,6,5,5,3,5,4,5,4,4,4,4,4,5,5,3,5,2,4,6,4,3,3,5,4,1,,1,,,,,,3,1,,,,,,,,,,2,3,2,1,1,2,1,2,2,3,6,6,6,6,6,6,3,3,3,3,3,3,2,1,3,2,1,10,33,2,,2,1,,,,,,,25.89680481,-80.1529007,-1
R_b2AmlMFA2yb6W7r,Default Response Set,Anonymous,,,71.112.2.95,0,5/3/16 15:04,5/3/16 15:07,1,200764,2,,1,,1,,,,,,,,,8,1,2,3,1,5,5,5,5,2,9,,4,7,2,3,4,1,4,1,3,2,3,3,3,5,6,4,7,4,2,1,3,2,3,2,3,,4,4,4,3,4,3,3,2,4,3,3,4,3,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.46730042,-80.10269928,-1
R_d5MjaMTE2kSSB93,Default Response Set,Anonymous,,,107.201.253.174,0,5/3/16 14:58,5/3/16 15:08,1,200759,2,,1,,,,,,,,,,1,6,3,1,2,3,3,5,5,5,4,9,,5,5,5,4,4,4,2,2,6,6,4,4,2,6,6,6,4,5,3,4,5,5,4,5,2,6,4,5,5,4,5,2,4,5,4,1,4,6,6,1,,2,,4,1,,,,,,,,,,,,,,3,3,3,3,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,2,1,,45,37,3,,2,1,,,,,,,29.82620239,-95.42639923,-1
R_0VZud1StUQHGxHD,Default Response Set,Anonymous,,,76.4.253.215,0,5/3/16 14:54,5/3/16 15:08,1,200747,2,,1,,,,,,,,1,,,5,1,1,1,1,2,5,5,5,1,9,,6,6,6,6,7,1,4,6,5,6,7,1,6,6,6,6,7,7,2,7,6,7,7,5,2,6,5,7,6,6,6,2,7,6,5,1,5,7,6,3,,1,,,,,,,,,,,,,,,3,1,1,2,1,2,2,2,1,1,2,5,,,,,,,1,1,1,1,1,1,2,6,2,5,4,29,24,4,,1,,,,,,1,mestizo,36.21429443,-115.2130966,-1
R_25WtmxBJXcd44wR,Default Response Set,Anonymous,,,73.196.228.232,0,5/3/16 14:59,5/3/16 15:08,1,200762,2,,1,,,,,,,,,,1,5,4,2,1,2,1,5,5,5,3,9,,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,6,4,3,6,1,6,2,4,4,4,4,4,4,4,3,,2,,,,4,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,5,5,4,4,5,4,2,2,4,4,3,31,21,4,,2,1,,,,,,,39.48989868,-74.47730255,-1
R_cBhktev0vVXd2qV,Default Response Set,Anonymous,,,65.184.224.178,0,5/3/16 14:57,5/3/16 15:10,1,200757,2,,1,,,,,,,,,,1,8,4,4,4,3,4,5,5,5,5,9,,6,4,5,2,5,4,1,3,5,6,3,5,2,5,6,6,7,5,3,7,6,6,6,2,3,6,4,5,6,1,6,2,5,6,2,3,4,6,5,1,,1,,,,,,,,,,,,,,,5,1,2,2,2,1,1,2,2,1,2,5,,,,,,,1,1,2,3,4,3,1,5,5,2,1,34,53,2,,2,1,,,,,,,34.31739807,-77.98870087,-1
R_6R2j56RTS0bUJAp,Default Response Set,Anonymous,,,173.245.158.150,0,5/3/16 14:49,5/3/16 15:14,1,200737,2,,1,,,,,,,,,,1,5,3,1,1,3,5,5,5,5,5,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,5,first niagra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.76060486,-74.94740295,-1
R_08SzxDgKc5FLvTL,Default Response Set,Anonymous,,,192.240.216.96,0,5/3/16 15:12,5/3/16 15:14,1,200771,2,,1,,,,,,,,,,1,4,1,1,1,1,3,4,3,4,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.65829468,-108.384201,-1
R_eaEdRLAGIFELeKN,Default Response Set,Anonymous,,,162.217.134.130,0,5/3/16 15:08,5/3/16 15:14,1,200768,2,,1,,,,,,,,,,1,5,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04379272,-118.2512054,-1
R_6rIYSMbHfYpl5nD,Default Response Set,Anonymous,,,71.88.213.145,0,5/3/16 14:44,5/3/16 15:15,1,200725,1,1,1,,,,,,,,,,1,8,2,3,2,2,2,5,5,5,3,9,,4,5,4,3,5,4,3,4,4,5,4,4,3,5,5,5,5,4,3,5,5,4,6,3,4,3,4,6,5,5,4,2,4,4,3,4,4,4,4,1,,2,,,,,,,,2,2,2,2,2,6,1,,,3,3,3,1,3,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,5,2,2,1,44,59,3,,2,1,,,,,,,35.65020752,-83.97820282,-1
R_9Y1ubr0KEx5uV1j,Default Response Set,Anonymous,,,66.169.10.97,0,5/3/16 15:05,5/3/16 15:16,1,200766,2,,1,,,,,,,,,,1,8,1,1,2,1,3,5,5,5,3,9,,2,4,4,6,5,7,4,6,2,3,6,4,6,2,2,2,4,6,3,5,2,4,5,5,2,2,4,6,2,4,2,2,1,6,4,3,6,6,5,1,,2,,,,,,,,2,2,2,2,2,2,1,,,2,1,2,2,1,2,1,1,1,3,2,2,2,2,2,2,4,4,4,4,4,4,1,5,4,2,1,42,62,4,,2,1,,,,,,,35.09939575,-81.70480347,-1
R_bmGOHyi99hpYxUh,Default Response Set,Anonymous,,,50.118.145.48,0,5/3/16 15:15,5/3/16 15:17,1,200777,2,,2,,,,,,,,,,1,4,2,3,2,3,2,2,2,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77430725,-80.1937027,-1
R_9S1MBWYOtRj97V3,Default Response Set,Anonymous,,,90.153.196.92,0,5/3/16 15:16,5/3/16 15:17,1,200779,2,,1,,,,,,,,,,1,5,2,2,1,1,1,3,2,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,38,-1
R_4OTj2z9wOVJoxiB,Default Response Set,Anonymous,,,104.128.28.73,0,5/3/16 15:13,5/3/16 15:18,1,200773,1,1,1,,,,,,,,,,1,5,1,1,1,2,1,1,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72540283,-97.32080078,-1
R_9XYY4ssifPBJLPn,Default Response Set,Anonymous,,,99.68.146.243,0,5/3/16 15:16,5/3/16 15:20,1,200778,2,,1,,,,,,,,,,1,4,3,2,2,2,2,5,5,5,3,9,,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,5,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,5,1,,2,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,3,3,3,3,3,3,2,1,3,1,,5,14,3,,2,1,,,,,,,33.79190063,-118.3184052,-1
R_73t1Cil0Mudv1T7,Default Response Set,Anonymous,,,64.251.40.254,0,5/3/16 15:08,5/3/16 15:21,1,200767,2,,1,,,,,,,,,,1,4,1,2,1,1,1,5,5,5,3,9,,7,7,6,2,7,1,1,4,7,7,5,7,3,7,6,7,7,5,2,6,7,6,6,2,4,7,2,4,6,6,6,2,7,7,4,2,6,5,5,1,,1,,,,,,1,1,,,,,,,,,,2,2,2,2,1,2,1,1,1,2,3,3,7,4,4,2,2,2,2,2,2,2,2,1,6,2,1,31,14,5,,2,1,,,,,,,40.76249695,-73.95030212,-1
R_e9x7L2Igx0rH0R7,Default Response Set,Anonymous,,,67.249.9.215,0,5/3/16 15:18,5/3/16 15:21,1,200782,1,1,1,,,,,,,,,,1,4,1,2,3,1,3,5,5,5,3,9,,6,6,7,7,7,6,6,6,6,5,7,5,6,5,7,6,6,7,4,4,4,5,5,5,5,6,7,7,6,7,7,2,7,6,6,6,6,7,7,2,,4,,,,,,,,,,,,,,,2,1,3,3,3,3,2,3,3,3,3,3,3,4,4,5,5,6,3,3,4,5,6,6,1,2,1,3,1,33,13,3,,2,1,,,,,,,44.52670288,-74.83070374,-1
R_bwqCC0qyHhxmhG5,Default Response Set,Anonymous,,,199.48.243.251,0,5/3/16 15:21,5/3/16 15:22,1,200786,2,,1,,,,,,,,1,,,4,1,1,1,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26719666,-97.74310303,-1
R_3sbhwE05KOcV8Ud,Default Response Set,Anonymous,,,172.164.18.92,0,5/3/16 15:18,5/3/16 15:22,1,200781,2,,1,,,,,,,,,,1,4,1,1,1,1,1,2,1,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75100708,-97.8219986,-1
R_eLheOUMx9tFXgXj,Default Response Set,Anonymous,,,23.112.92.54,0,5/3/16 15:12,5/3/16 15:22,1,200772,2,,1,,1,,,,,,,,,8,3,3,2,2,1,5,5,5,3,9,,4,6,4,3,5,1,1,3,4,5,2,4,4,4,5,4,5,3,3,5,3,5,4,2,2,5,2,3,5,4,5,2,5,5,4,2,4,6,5,1,,2,,,,3,1,,,,,,,,,,,,2,2,3,1,1,2,3,1,1,2,7,6,7,7,7,6,3,2,4,3,3,3,2,5,3,1,,17,54,5,,2,1,,,,,,,38.90600586,-95.21990204,-1
R_0qXHTUmCIY1wQgR,Default Response Set,Anonymous,,,207.126.211.111,0,5/3/16 15:20,5/3/16 15:22,1,200783,2,,2,,,,,,,,,,1,6,4,3,3,4,5,5,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.69549561,-95.35669708,-1
R_bgvq6eLrFMsp1nD,Default Response Set,Anonymous,,,50.118.145.168,0,5/3/16 15:24,5/3/16 15:25,1,200794,2,,1,,,,,,,,,,1,4,1,1,1,1,1,2,2,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77430725,-80.1937027,-1
R_5cnzc7ZFl4z4zvn,Default Response Set,Anonymous,,,142.252.112.18,0,5/3/16 15:26,5/3/16 15:27,1,200796,2,,1,,1,,,,,,,,,4,2,1,1,1,2,2,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75160217,-84.39150238,-1
R_08RnpbxHae9LrYF,Default Response Set,Anonymous,,,206.144.86.184,0,5/3/16 15:29,5/3/16 15:30,1,200802,2,,1,,,,,,,,,,1,4,1,1,2,1,2,2,3,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.72709656,-84.57849884,-1
R_1ZmOWOjoxXoH85n,Default Response Set,Anonymous,,,131.193.240.244,0,5/3/16 15:20,5/3/16 15:31,1,200784,2,,1,,,,,,,,,,1,2,2,1,2,3,3,5,5,5,3,9,,2,6,2,2,4,2,3,2,2,6,1,6,5,7,7,7,5,3,2,6,5,3,6,3,3,7,2,6,7,5,6,2,6,6,2,2,4,6,5,1,,1,,4,1,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,2,2,7,7,7,7,7,7,3,3,3,3,3,3,2,4,5,4,1,14,5,2,,2,1,,,,,,,41.87840271,-87.68520355,-1
R_6Wfq3UvLBZ6sFWB,Default Response Set,Anonymous,,,196.52.21.73,0,5/3/16 15:31,5/3/16 15:32,1,200808,2,,1,,,,,,,,1,,,4,1,1,1,1,2,1,2,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.51860046,-74.34989929,-1
R_0rNaHshMzmoencx,Default Response Set,Anonymous,,,71.102.120.246,0,5/3/16 15:21,5/3/16 15:32,1,200788,2,,1,,,,,,,,,,1,8,1,1,1,1,1,5,5,5,2,9,,5,5,5,5,5,3,4,5,3,4,4,4,4,4,3,4,4,4,4,6,5,5,6,4,6,3,3,6,6,4,5,2,5,6,4,3,6,6,5,3,,1,,,,,,,,2,2,2,2,2,3,1,,,2,1,2,2,1,1,1,1,1,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,5,2,1,39,63,4,,2,1,,,,,,,40.9394989,-75.96949768,-1
R_9TrEzghMl56skkJ,Default Response Set,Anonymous,,,68.1.169.22,0,5/3/16 15:31,5/3/16 15:32,1,200806,2,,2,,,,,,,,,,1,2,3,3,3,3,4,5,5,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.98449707,-72.55709839,-1
R_erm4ITz7k9jEIip,Default Response Set,Anonymous,,,75.23.196.136,0,5/3/16 15:23,5/3/16 15:32,1,200790,2,,1,,,,,,,,,,1,5,1,1,3,1,3,5,5,5,4,9,,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,5,5,4,4,2,4,4,4,4,4,4,5,1,,1,,,,,,3,1,,,,,,,,,,2,1,2,2,1,2,1,3,1,5,,,,,,,3,4,4,4,4,4,2,1,4,4,3,36,26,2,,2,1,,,,,,,40.10090637,-83.01409912,-1
R_9ypg6kCHuyRQIOV,Default Response Set,Anonymous,,,68.68.96.215,0,5/3/16 15:28,5/3/16 15:32,1,200800,2,,1,,,,,,,,,,1,4,2,1,1,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.33380127,-121.8914948,-1
R_8AZpVAVXdEycSgZ,Default Response Set,Anonymous,,,107.169.242.137,0,5/3/16 15:31,5/3/16 15:33,1,200807,1,1,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74209595,-74.00180054,-1
R_a4ZWjGfI315GBOB,Default Response Set,Anonymous,,,64.187.101.68,0,5/3/16 15:29,5/3/16 15:33,1,200803,2,,1,,,,,,,,,,1,4,1,1,2,2,2,3,3,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.75410461,-80.27100372,-1
R_6M4eMyG2ndjP1nD,Default Response Set,Anonymous,,,173.48.4.219,0,5/3/16 15:27,5/3/16 15:33,1,200797,2,,1,,,,,,,,,,1,8,1,1,4,4,4,5,5,5,4,9,,5,5,2,3,1,3,3,3,4,4,4,3,3,4,5,5,5,4,3,3,5,5,3,3,3,5,3,5,5,1,4,2,5,5,3,4,4,4,4,1,,1,,,,,,,,,,,,,,,4,1,2,1,3,2,1,2,1,1,1,3,4,4,4,4,4,4,4,3,4,3,3,4,1,5,4,1,,22,60,4,,2,1,,,,,,,42.45860291,-71.35970306,-1
R_4JwOlCL4fNpZJD7,Default Response Set,Anonymous,,,98.236.109.100,0,5/3/16 15:23,5/3/16 15:34,1,200791,2,,1,,,,,,,,,,1,8,3,2,4,4,4,5,5,5,4,9,,7,7,2,4,6,1,2,2,6,4,2,2,5,4,3,3,7,4,3,6,6,6,6,3,2,3,2,5,3,2,5,2,7,6,3,2,2,6,5,1,,4,,,,3,1,,,,,,,,,,,,2,2,2,1,1,2,3,1,1,4,5,3,4,3,3,3,2,3,3,2,2,2,2,5,3,1,,39,59,3,,2,1,,,,,,,40.77310181,-80.39589691,-1
R_6R31gHW1isT3ZUp,Default Response Set,Anonymous,,,172.75.164.191,0,5/3/16 15:04,5/3/16 15:36,1,200765,2,,1,,,,,,,,,,1,6,3,3,3,2,3,5,5,5,3,9,,1,1,1,1,7,7,1,6,5,5,3,7,1,7,7,7,5,1,4,7,2,7,7,4,7,6,2,7,6,4,3,2,1,6,7,7,6,1,1,1,,2,,,,1,1,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,6,1,2,2,42,33,2,,2,1,,,,,,,33.875,-78.65820313,-1
R_4NQsV4nNkFw3act,Default Response Set,Anonymous,,,107.142.31.168,0,5/3/16 15:27,5/3/16 15:37,1,200798,2,,1,,,,,,,,,,1,4,3,1,3,2,1,5,5,5,5,9,,1,6,3,4,7,7,4,4,1,4,6,5,4,4,4,4,7,4,4,7,6,7,4,4,4,6,4,7,4,3,1,2,3,6,4,2,6,4,2,1,,1,,,,,,1,1,,,,,,,,,,2,2,2,1,1,2,3,1,1,3,6,6,7,5,7,7,4,4,4,4,4,4,2,2,1,3,1,25,12,3,,2,1,,,1,,,,31.57310486,-90.49559784,-1
R_cO1AmLrXqBePC97,Default Response Set,Anonymous,,,99.85.98.132,0,5/3/16 15:23,5/3/16 15:39,1,200792,2,,1,,,,,,,,,,1,7,3,1,2,2,3,5,5,5,4,9,,5,5,5,4,6,3,4,5,4,4,3,5,3,5,5,5,5,5,4,5,6,5,5,4,4,5,3,6,5,5,5,2,5,5,4,3,4,5,5,1,,1,,,,,,,,,,,,,,,4,1,1,3,3,1,1,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,4,3,2,5,3,1,,36,45,7,Some college,2,1,,,,,,,39.68780518,-82.604599,-1
R_6o2LBEz0tF07tl3,Default Response Set,Anonymous,,,107.169.50.174,0,5/3/16 15:37,5/3/16 15:40,1,200812,2,,1,,,,,,,,,,1,4,2,3,3,2,3,2,2,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.66889954,-117.4369049,-1
R_afPuWfabylEAUfP,Default Response Set,Anonymous,,,166.175.187.227,0,5/3/16 15:39,5/3/16 15:40,1,200814,2,,1,,,1,,,,,,,,3,3,2,4,3,3,1,2,1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.57829285,-90.66660309,-1
R_1X1VA6rEVYy2HJj,Default Response Set,Anonymous,,,107.130.245.39,0,5/3/16 15:22,5/3/16 15:42,1,200789,2,,1,,,,,,,,,,1,3,4,2,4,3,4,5,5,5,4,9,,4,5,4,3,5,4,4,5,4,3,4,3,5,3,4,3,4,5,4,5,3,3,4,5,3,4,3,5,6,2,4,2,5,5,4,3,4,4,3,1,,4,,2,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,4,3,4,3,5,4,3,5,4,4,5,3,1,4,4,3,1,34,8,2,,2,1,,,,,,,35.74630737,-78.72389984,-1
R_cHhBD4ZJhbBd4gZ,Default Response Set,Anonymous,,,107.197.221.91,0,5/3/16 15:34,5/3/16 15:42,1,200810,2,,1,,,,,,,,,,1,5,1,4,1,1,2,5,5,3,3,9,,5,6,3,1,7,1,1,4,7,7,1,5,1,7,6,7,7,4,1,6,4,4,7,1,5,7,4,5,7,3,7,2,7,7,4,4,2,4,4,2,,1,,,,3,1,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,6,2,3,4,4,4,3,1,1,3,1,,5,37,4,,2,1,,,,,,,34.09950256,-118.414299,-1
R_bBGLqT7fHsazM1L,Default Response Set,Anonymous,,,96.237.52.7,0,5/3/16 15:41,5/3/16 15:42,1,200816,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.42810059,-71.05460358,-1
R_7NSw0E4KQYsLcXP,Default Response Set,Anonymous,,,199.48.243.204,0,5/3/16 15:45,5/3/16 15:46,1,200819,2,,1,,,,,,,,1,,,5,1,1,1,1,2,1,2,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.26719666,-97.74310303,-1
R_03rJ9tii8kbr24t,Default Response Set,Anonymous,,,108.231.123.12,0,5/3/16 15:39,5/3/16 15:47,1,200815,2,,1,,,,,,,,,,1,7,4,1,4,2,4,5,5,5,4,9,,7,7,5,3,3,1,1,1,3,1,1,1,2,2,7,6,7,2,1,2,7,7,6,2,5,6,1,1,6,1,6,2,7,7,1,5,3,4,7,3,,2,,,,,,,,3,2,1,1,1,7,1,,,3,3,3,1,1,3,2,3,1,3,6,5,6,5,5,7,2,2,2,3,2,2,2,2,1,1,,51,49,5,,2,1,,,,,,,43.04910278,-88.00260162,-1
R_1WU8aLttdAGvl53,Default Response Set,Anonymous,,,107.161.163.11,0,5/3/16 15:46,5/3/16 15:48,1,200820,2,,1,,,,,,,,,,1,4,1,1,1,1,1,2,2,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.72140503,-74.00520325,-1
R_b1V2CWkoVrMyIcd,Default Response Set,Anonymous,,,68.253.224.84,0,5/3/16 15:42,5/3/16 15:49,1,200817,2,,1,,,,,,,,,,1,6,3,2,2,3,5,5,5,5,5,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,,1,,,,,,,,4,4,4,4,4,4,1,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,2,2,5,4,2,36,31,4,,2,1,,,,,,,39.59750366,-84.15599823,-1
