V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.8_TEXT,Q11.9,Q11.10_1,Q11.10_2,Q11.10_3,Q11.10_4,Q11.10_5,Q11.10_6,Q11.10_6_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy,RID
R_8HXAPUrMsZe010N,Default Response Set,Anonymous,,,24.247.57.141,0,5/5/2016 22:18,5/5/2016 22:33,1,202439,2,,1,,,,,,,,,,1,7,1,1,2,2,3,5,5,5,3,9,,7,7,6,3,7,2,3,3,5,5,1,6,2,7,7,6,7,6,2,7,4,5,3,2,5,5,2,7,5,6,4,2,5,6,4,1,3,5,6,1,,1,,2,1,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,1,5,,,,,,,1,1,1,1,1,1,2,2,1,3,2,23,44,2,,2,1,,,,,,,43.01609802,-86.12670135,-1,
R_9moSCOojH8ABmMB,Default Response Set,Anonymous,,,75.88.12.133,0,5/5/2016 22:46,5/5/2016 22:55,1,202463,2,,1,,,,,,,,,,1,4,1,1,1,1,1,5,5,5,1,9,,5,6,5,3,7,3,3,5,5,5,6,7,3,3,5,3,5,7,3,5,5,4,7,3,7,5,6,7,5,6,5,2,5,7,5,2,6,6,7,1,,2,,2,1,,,,,,,,,,,,,,2,1,2,2,2,2,1,1,3,2,3,1,2,2,1,3,2,1,2,2,2,2,2,1,5,2,2,26,16,4,,1,1,,,,,,,40.80760193,-79.42199707,-1,
R_2a90hpGGMv31JyZ,Default Response Set,Anonymous,,,70.185.161.241,0,5/5/2016 22:59,5/5/2016 23:12,1,202481,2,,1,,,,,,,,,,1,6,2,1,1,1,3,5,5,5,3,9,,4,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,6,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,4,4,4,6,1,,2,,7,1,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,5,,,,,,,4,3,3,4,3,3,2,3,4,5,1,11,32,2,,2,1,,,,,,,32.58140564,-83.62860107,-1,
R_enyEn3euYzilcd7,Default Response Set,Anonymous,,,65.97.168.130,0,5/5/2016 22:57,5/5/2016 23:12,1,202477,2,,1,,,,,,,,,,1,7,1,2,2,1,2,5,5,5,2,9,,7,6,4,2,7,1,2,1,6,6,2,6,2,5,6,6,7,6,1,6,6,6,6,1,1,7,3,,6,4,6,2,6,7,2,1,3,7,5,3,,2,,5,1,,,,,,,,,,,,,,2,1,2,2,1,2,2,2,2,3,5,5,7,5,6,5,3,4,2,3,4,2,2,5,4,3,1,10,45,3,,2,,,,,,1,multiculture,34.86010742,-82.24639893,-1,
R_8cyXB6DppHnOrw9,Default Response Set,Anonymous,,,107.25.48.87,0,5/5/2016 23:26,5/5/2016 23:37,1,202505,2,,1,,,,,,,,,,1,6,2,1,1,3,3,5,5,5,2,9,,4,5,4,4,4,4,4,4,4,5,3,4,4,4,4,5,5,4,4,4,5,5,4,4,4,5,3,4,5,4,4,2,5,5,3,4,4,4,4,1,,5,none,5,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,4,4,4,4,4,4,2,3,1,2,1,6,40,2,,2,1,,,,,,,34.09640503,-117.9667969,-1,
R_2bfJ0EKqYZ5otJH,Default Response Set,Anonymous,,,24.21.221.12,0,5/6/2016 0:23,5/6/2016 0:36,1,202541,2,,1,,,,,,,,,,1,6,3,3,2,2,3,5,5,5,2,9,,5,7,2,2,5,6,1,1,2,6,4,1,1,6,6,6,7,2,2,7,7,7,7,2,7,6,1,7,6,1,2,2,6,7,1,6,1,1,2,1,,2,,1,1,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,2,5,,,,,,,5,4,4,4,5,5,2,2,1,1,,38,36,3,,2,1,,,,,,,44.63639832,-123.0065002,-1,
R_doMFxgytaaBGZYV,Default Response Set,Anonymous,,,73.22.37.39,0,5/6/2016 1:15,5/6/2016 1:25,1,202562,2,,1,,,,,,,,,,1,7,3,3,3,3,3,5,5,5,3,9,,6,7,1,1,6,1,1,1,4,7,1,1,1,7,7,7,7,4,1,6,7,7,7,1,7,7,1,4,7,3,7,2,7,7,1,4,1,2,2,1,,2,,7,1,,,,,,,,,,,,,,3,3,3,1,3,3,2,3,1,1,7,7,7,7,7,7,4,4,4,4,4,4,2,6,2,2,1,14,44,3,,2,,1,,,,,,41.74029541,-87.65399933,-1,
R_8iWaGX3zKJLOt9j,Default Response Set,Anonymous,,,75.0.0.93,0,5/6/2016 1:30,5/6/2016 1:38,1,202567,2,,1,,,,,,,,,,1,8,4,1,4,4,4,5,5,5,4,9,,4,7,4,4,7,4,1,4,4,4,4,1,4,4,4,4,7,4,4,5,7,7,4,4,4,4,7,4,4,1,4,2,4,7,4,4,4,4,4,1,,1,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,1,1,,29,59,7,"3 yr college, no diploma",2,1,,,,,,,39.38549805,-119.6753006,-1,
R_eEX8VoRrUJzc0QJ,Default Response Set,Anonymous,,,99.104.19.127,0,5/6/2016 1:51,5/6/2016 3:01,1,202574,2,,1,,1,,,,,,,,,7,2,1,2,2,1,5,5,5,4,9,,2,7,2,5,5,1,2,5,5,6,1,2,5,4,4,5,7,6,6,5,7,7,7,5,1,4,1,2,5,1,3,2,7,7,2,5,4,6,6,1,,3,,2,1,,,,,,,,,,,,,,2,3,3,1,1,3,2,3,1,2,7,4,6,7,7,6,1,1,1,1,2,1,2,2,3,2,2,45,46,4,,2,1,,,,,,,29.73460388,-95.41600037,-1,
R_8IHSQVDhqBMxHmt,Default Response Set,Anonymous,,,69.250.106.36,0,5/6/2016 5:22,5/6/2016 5:33,1,202657,2,,1,,,,,,,,,,1,6,2,2,2,2,5,5,5,5,4,9,,1,5,1,7,7,4,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,1,7,2,1,7,7,1,7,7,7,1,,2,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,1,1,1,1,1,1,1,6,1,6,1,21,34,2,,1,,1,,,,,,38.61320496,-76.59850311,-1,
R_bgeusNKXcGKNQRT,Default Response Set,Anonymous,,,71.87.147.249,0,5/6/2016 5:56,5/6/2016 6:01,1,202675,2,,1,,,,,,,,,,1,8,2,1,1,2,2,5,5,5,3,9,,6,5,6,5,5,4,4,5,3,2,5,3,5,2,3,4,5,6,3,6,5,3,6,5,3,3,4,6,3,6,3,2,3,5,4,3,5,6,6,1,,2,,2,1,,,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,4,2,2,3,2,2,2,2,2,2,3,2,2,1,5,3,2,1,34,61,2,,2,1,,,,,,,34.03759766,-77.89910126,-1,
R_eY6jURURdKwIdDL,Default Response Set,Anonymous,,,71.102.104.146,0,5/6/2016 6:41,5/6/2016 6:48,1,202694,2,,1,,,,,,,,,,1,7,4,1,5,4,3,5,5,5,5,9,,1,1,7,5,1,7,5,3,1,3,7,1,5,3,3,3,6,6,5,1,1,1,1,6,3,3,7,7,3,1,3,2,1,6,7,1,7,7,6,1,,2,,3,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,1,1,4,3,2,3,2,2,3,2,2,3,2,2,1,1,1,5,2,1,39,48,2,,2,1,,,,,,,40.9394989,-75.96949768,-1,
R_9mdZav6xOw2yHvT,Default Response Set,Anonymous,,,68.61.180.137,0,5/6/2016 7:22,5/6/2016 7:29,1,202717,2,,1,,,,,,,,,,1,8,2,1,1,3,1,5,5,5,4,9,,1,7,4,3,7,1,2,2,2,7,2,7,3,6,6,6,7,6,3,7,6,6,5,4,3,6,4,7,6,5,6,2,6,6,2,2,5,6,6,1,,1,,3,1,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,2,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,6,3,1,23,55,7,trade school,2,1,,,,,,,42.55459595,-82.917099,-1,
R_4MKp8i0QFXhecbr,Default Response Set,Anonymous,,,216.135.84.106,0,5/6/2016 8:00,5/6/2016 8:05,1,202728,2,,1,,,,,,,,,,1,7,4,3,1,3,3,5,5,5,4,9,,5,5,5,5,3,3,3,5,5,4,3,1,5,3,5,5,5,5,5,2,5,4,5,5,2,5,7,3,5,1,5,2,3,6,5,3,5,6,6,1,,1,,5,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,2,1,3,2,1,18,43,3,,2,1,,,,,,,38.25900269,-85.6608963,-1,
R_2aiunTWa1KnbNcN,Default Response Set,Anonymous,,,24.228.241.156,0,5/6/2016 8:51,5/6/2016 9:11,1,202744,2,,1,,,,,,,,,,1,8,2,1,1,2,1,5,5,5,3,9,,4,6,2,1,7,1,7,2,5,7,5,3,1,7,7,7,7,1,1,7,2,5,6,1,4,7,2,2,7,3,7,2,6,7,2,6,2,3,2,1,,1,,7,1,,,,,,,,,,,,,,2,3,2,1,1,3,3,1,1,3,6,5,7,7,6,7,5,5,6,6,7,7,2,5,5,1,,31,54,4,,2,1,,,,,,,40.74049377,-73.48400116,-1,
R_1X6b0ugIAXwTXeZ,Default Response Set,Anonymous,,,75.171.80.105,0,5/6/2016 9:40,5/6/2016 9:44,1,202768,2,,1,,,,,,,,,,1,3,1,1,1,1,1,5,5,5,3,9,,5,4,3,4,3,4,5,5,6,5,6,5,4,4,4,4,6,5,5,4,3,5,4,4,4,4,4,4,4,3,5,2,5,5,6,6,6,6,6,1,,4,,6,1,,,,,,,,,,,,,,1,2,2,2,1,1,2,2,2,3,4,4,4,4,4,4,3,3,3,2,2,3,2,4,5,3,1,3,6,3,,2,1,,,,,,,33.59129333,-112.107399,-1,
R_dogJhG6mhO82AqF,Default Response Set,Anonymous,,,67.243.101.171,0,5/6/2016 9:58,5/6/2016 10:04,1,202781,1,1,1,,,,,,,,,,1,6,2,1,3,1,3,5,5,5,3,9,,7,6,1,2,7,5,7,1,5,7,2,6,2,7,7,7,7,6,2,7,6,7,6,3,2,7,1,6,7,5,7,2,7,7,2,1,7,7,7,1,,1,,3,1,,,,,,,,,,,,,,2,3,1,1,1,2,1,1,3,5,,,,,,,2,1,2,3,2,4,1,2,1,1,,33,37,2,,2,,1,,,,,,41.44869995,-74.46900177,-1,
R_1Y6YyomD7cvehkp,Default Response Set,Anonymous,,,68.40.8.230,0,5/6/2016 10:20,5/6/2016 10:30,1,202792,2,,1,,,,,,,,,1,,8,3,1,1,1,3,5,5,5,3,9,,5,5,2,6,2,7,6,6,6,2,6,1,7,2,1,2,5,5,6,2,5,6,1,5,2,2,6,5,5,1,2,2,3,7,2,1,2,6,5,1,,1,,2,1,,,,,,,,,,,,,,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,3,1,3,3,3,1,1,1,5,1,,23,54,5,,2,1,,,,,,,43.08180237,-85.68139648,-1,
R_cGVgoVjzuJAdnIV,Default Response Set,Anonymous,,,99.114.128.10,0,5/6/2016 11:07,5/6/2016 11:15,1,202819,2,,1,,,,,,,,,,1,4,3,2,1,2,1,5,5,5,3,9,,4,4,4,4,5,4,2,2,4,5,3,1,2,6,6,5,5,3,1,6,7,5,4,1,2,6,4,3,4,1,7,2,6,7,4,3,4,5,4,1,,1,,7,1,,,,,,,,,,,,,,3,3,3,3,1,3,2,3,1,5,,,,,,,1,1,4,1,5,4,2,1,3,1,,10,10,4,,2,,1,,,,,,30.39280701,-81.68319702,-1,
R_8dFLqDEGfl8TENf,Default Response Set,Anonymous,,,70.60.1.250,0,5/6/2016 11:43,5/6/2016 11:49,1,202833,2,,1,,,,,,,,,,1,5,2,2,2,2,2,5,5,5,1,9,,4,5,4,4,7,4,2,5,4,2,4,6,4,4,6,4,5,6,3,7,6,4,7,3,4,4,4,4,4,6,4,2,4,4,4,2,4,5,5,1,,4,,5,1,,,,,,,,,,,,,,2,3,3,1,1,3,1,1,1,3,3,3,3,4,3,4,4,3,4,3,4,4,2,1,4,4,3,18,22,2,,2,1,,,,,,,38.01589966,-84.48470306,-1,
R_6KitVbkdpHpKuTH,Default Response Set,Anonymous,,,174.23.58.19,0,5/6/2016 11:48,5/6/2016 11:56,1,202840,2,,1,,,,,,,,,,1,8,2,2,3,1,4,5,5,5,3,9,,6,7,2,1,6,1,2,2,2,5,2,4,2,5,5,5,7,5,2,5,7,7,5,2,4,5,1,4,6,2,6,2,7,7,2,2,1,5,2,3,,1,,7,1,,,,,,,,,,,,,,3,3,2,3,3,3,3,3,1,2,7,7,4,7,7,7,4,4,4,4,4,4,2,6,1,1,,46,56,2,,2,1,,,,,,,40.62469482,-111.7123032,-1,
R_5p7C6ffvPAfLeFn,Default Response Set,Anonymous,,,107.134.122.51,0,5/6/2016 11:58,5/6/2016 12:08,1,202852,2,,1,,,,,,,,,,1,8,2,2,2,2,2,5,5,5,3,9,,4,5,5,4,1,5,4,4,4,4,5,1,4,5,5,5,4,5,3,4,5,5,4,4,1,4,6,5,4,1,4,2,3,5,5,1,5,7,5,1,,1,,1,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,2,2,2,2,2,1,1,5,6,3,1,25,55,5,,2,1,,,,,,,32.22239685,-90.82929993,-1,
R_eVDICriCnglk0Bf,Default Response Set,Anonymous,,,50.177.176.135,0,5/6/2016 12:08,5/6/2016 12:23,1,202858,2,,1,,,,,,,,,,1,8,2,1,2,4,2,5,5,5,3,9,,7,7,1,1,1,1,1,1,2,7,1,1,1,7,7,7,7,1,1,1,7,7,5,1,7,7,1,1,7,1,7,2,5,7,2,7,1,1,1,1,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,1,2,3,1,5,,,,,,,7,7,7,7,7,4,1,5,2,1,,22,56,2,,2,1,,,,,,,42.32209778,-71.13339996,-1,
R_0CesPSl7FFh9TG5,Default Response Set,Anonymous,,,209.139.11.5,0,5/6/2016 12:20,5/6/2016 12:25,1,202868,2,,1,,,,,,,,,,1,7,4,3,2,3,1,5,5,5,4,9,,5,6,5,4,5,2,3,4,4,5,2,3,5,4,5,5,6,4,3,3,5,6,6,5,4,5,2,5,5,2,5,2,5,6,3,3,3,4,4,1,,1,,5,1,,,,,,,,,,,,,,2,1,3,3,3,3,3,3,1,4,4,4,4,4,4,4,3,3,3,3,3,3,2,1,3,1,,33,49,2,,2,1,,,,,,,41.0572052,-73.77870178,-1,
R_aVtfoJaiiU4PqwB,Default Response Set,Anonymous,,,70.173.78.109,0,5/6/2016 12:29,5/6/2016 12:40,1,202876,2,,1,,,,,,,,,,1,8,3,2,3,2,3,5,5,5,3,9,,1,7,7,3,7,2,7,1,1,6,4,3,3,6,6,6,7,5,2,5,7,7,7,2,2,6,1,7,7,5,7,2,6,7,1,3,5,4,4,6,,1,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,4,4,4,4,4,4,1,1,1,1,1,4,2,5,1,1,,29,54,3,,2,,1,,,,,,36.11129761,-115.2790985,-1,
R_87JSBNQH5fxgTd3,Default Response Set,Anonymous,,,108.176.202.128,0,5/6/2016 13:02,5/6/2016 13:06,1,202895,2,,1,,,,,,,,,,1,6,2,1,1,2,3,5,5,5,1,9,,7,7,7,5,7,7,4,6,1,7,4,7,4,7,7,7,7,7,4,7,7,6,6,5,1,7,7,6,7,7,7,2,7,7,1,1,4,7,7,1,,1,,1,1,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,5,,,,,,,1,1,1,1,3,1,2,1,3,2,1,33,15,2,,2,1,,,,,,,44.04719543,-73.46730042,-1,
R_6L3XVHhPthEF7qR,Default Response Set,Anonymous,,,96.56.32.210,0,5/6/2016 12:59,5/6/2016 13:13,1,202893,2,,1,,,,,,,,,1,,4,1,1,1,1,1,5,5,5,3,9,,1,4,3,3,7,5,3,5,1,5,3,7,3,5,5,5,3,5,2,7,2,7,6,3,2,6,7,7,7,7,4,2,5,7,5,5,2,6,5,1,,1,,7,1,,,,,,,,,,,,,,2,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,1,1,4,5,3,1,2,1,4,3,1,7,12,4,,2,,1,,,,,,41.08569336,-73.54489899,-1,
R_3vYCpEnM0vxpFL7,Default Response Set,Anonymous,,,73.139.66.124,0,5/6/2016 13:31,5/6/2016 13:40,1,202908,2,,1,,,,,,,,,,1,7,2,1,1,2,1,5,5,5,3,9,,7,7,2,4,7,3,5,6,5,5,3,7,4,5,4,4,7,5,4,7,5,6,7,4,4,5,6,5,6,7,4,2,7,7,1,3,7,5,5,2,,1,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,5,5,5,5,4,4,2,2,2,2,2,2,2,1,1,2,1,10,45,4,,2,1,,,,,,,26.14520264,-80.17289734,-1,
R_5sXal5JAcnhd7zn,Default Response Set,Anonymous,,,204.13.204.194,0,5/6/2016 13:53,5/6/2016 14:05,1,202921,2,,1,,1,,,,,,,,,7,3,1,1,3,3,5,5,5,3,9,,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,,2,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,3,3,3,3,3,3,2,1,3,3,1,39,47,3,,2,1,,,,,,,39.95939636,-75.27279663,-1,
R_b8EFUoflODWFwix,Default Response Set,Anonymous,,,108.235.216.91,0,5/6/2016 13:52,5/6/2016 14:06,1,202918,2,,1,,,,,,,1,,,,6,3,1,3,3,4,5,5,5,4,9,,6,7,1,2,7,1,2,2,5,6,1,1,2,6,6,6,7,6,1,6,7,7,7,1,4,6,1,4,6,1,6,2,6,,1,7,6,4,5,3,,2,,6,1,,,,,,,,,,,,,,2,1,2,1,1,3,2,1,1,5,,,,,,,1,1,1,1,1,1,2,1,2,1,,51,40,2,,2,1,,,,,,,44.48249817,-88.02200317,-1,
R_55bBn8M4jhgjh4N,Default Response Set,Anonymous,,,69.63.2.51,0,5/6/2016 15:38,5/6/2016 15:52,1,202937,2,,1,,,,,,,,,,1,7,3,2,2,2,2,5,5,5,2,9,,4,4,4,1,7,4,1,1,5,7,1,1,1,7,7,7,7,2,1,7,7,7,7,1,6,7,4,4,7,1,7,2,6,7,3,4,1,1,2,7,"FAREWAY, ALDIs, WALMART, FARMERS MARKET, & MY GARDEN",5,LOCAL BANK & CREDIT UNION  EQUALLY.,7,1,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,1,3,7,7,4,7,7,7,7,7,4,7,7,7,2,5,1,1,,16,46,3,,2,,,,1,,,,42.645401,-92.09149933,-1,
R_7Vd7BcemjcM1xbf,Default Response Set,Anonymous,,,206.63.184.116,0,5/6/2016 16:42,5/6/2016 16:46,1,202948,2,,1,,,,,,,,,,1,4,2,2,5,2,5,5,5,5,5,9,,7,7,7,4,4,7,4,7,7,7,7,7,4,7,7,7,7,7,4,4,7,7,4,4,4,7,4,7,7,4,7,2,4,7,4,4,7,4,7,3,,5,None,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,4,4,4,4,4,4,2,6,1,3,1,13,16,2,,2,1,,,,,,,48.38760376,-116.889801,-1,
R_eQEf0AqzKGeJvfv,Default Response Set,Anonymous,,,24.196.244.110,0,5/6/2016 17:39,5/6/2016 17:45,1,202961,2,,1,,,,,,,,,,1,6,4,4,4,4,4,5,5,5,4,9,,5,4,3,4,5,7,4,4,3,5,6,1,4,5,4,5,7,6,4,6,5,4,7,4,3,5,6,6,5,2,4,2,3,7,2,3,6,5,4,2,,1,,7,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,2,7,7,4,7,5,6,1,1,2,2,1,2,2,1,5,2,1,29,39,2,,2,1,,,,,,,39.01519775,-119.7505951,-1,
R_dnj1fva7MFT1LJb,Default Response Set,Anonymous,,,172.89.252.225,0,5/6/2016 19:42,5/6/2016 19:49,1,202975,2,,1,,,,,,,,,,1,6,2,2,2,2,2,5,5,5,2,9,,7,7,2,2,7,2,2,2,6,7,4,3,2,7,5,7,7,5,2,7,6,7,7,2,3,4,4,4,4,4,4,2,5,6,2,2,2,6,7,1,,4,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,6,6,6,6,6,6,4,4,4,4,4,4,2,3,3,2,1,5,35,2,,1,,,,,,1,hispanic,33.54260254,-117.3390961,-1,
R_bygkOwufHYvtjdX,Default Response Set,Anonymous,,,67.142.113.76,0,5/6/2016 18:35,5/6/2016 22:33,1,202969,2,,1,,,,,,,,,,1,5,2,1,3,1,4,5,5,5,3,9,,6,5,1,2,6,7,3,3,3,5,,5,3,5,7,6,6,5,3,5,4,5,7,4,4,5,7,4,6,1,6,2,4,7,4,3,4,6,5,1,,4,,7,1,,,,,,,,,,,,,,3,2,3,1,1,3,2,3,1,5,,,,,,,3,3,3,3,4,4,2,3,3,6,5,25,21,2,,2,1,,,,,,,38.57829285,-90.66660309,-1,
R_0VDATxYj3GpLfO5,Default Response Set,Anonymous,,,97.115.181.249,0,5/6/2016 23:40,5/6/2016 23:47,1,203014,2,,1,,,,,,,,,,1,6,3,4,1,1,4,5,5,5,3,9,,5,5,3,3,6,3,3,3,5,4,3,3,4,4,4,4,5,4,3,5,5,5,6,4,4,4,4,4,4,5,3,2,5,4,5,3,3,4,4,1,,4,,6,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,3,7,7,7,7,7,7,4,3,3,4,4,3,2,2,4,2,1,49,37,2,,2,1,,,,,,,47.69430542,-117.4539948,-1,
R_0BoJFMe47NVnoaN,Default Response Set,Anonymous,,,108.32.24.76,0,5/7/2016 1:59,5/7/2016 2:12,1,203039,2,,1,,,,,,,,1,,,6,2,2,3,2,4,5,5,5,2,9,,5,6,5,6,7,4,3,5,7,4,3,5,5,4,4,4,7,7,4,5,6,6,7,5,1,4,2,6,4,2,4,2,7,6,4,1,4,5,6,2,,2,,5,1,,,,,,,,,,,,,,2,1,2,2,2,1,1,1,2,5,,,,,,,2,2,3,2,3,2,2,3,4,2,1,39,32,2,,2,1,,,,,,,40.3690033,-80.04570007,-1,
R_0k4KTZgntGQE1AV,Default Response Set,Anonymous,,,74.99.68.46,0,5/7/2016 7:44,5/7/2016 8:05,1,203074,2,,1,,,,,,,,,,1,4,2,1,2,1,1,5,5,5,3,9,,5,5,3,3,6,3,3,3,5,3,3,4,3,6,5,5,5,4,3,5,6,5,5,3,4,5,4,5,5,5,4,2,6,6,4,4,2,4,4,1,,2,,3,1,,,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,4,6,5,5,5,5,5,4,4,4,4,4,4,2,1,3,4,3,48,12,4,,2,1,,,,,,,36.81239319,-76.23760223,-1,
R_0e0uWDY9m8BX9MV,Default Response Set,Anonymous,,,74.111.106.192,0,5/7/2016 9:49,5/7/2016 9:56,1,203098,2,,1,,,,,,,,,,1,7,4,3,4,3,3,5,5,5,4,9,,3,1,5,4,4,7,4,4,4,4,5,2,4,4,4,4,5,3,4,4,3,4,4,4,5,4,5,5,4,1,4,2,1,5,4,2,4,4,4,3,,2,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,4,3,4,4,4,4,6,6,4,6,4,3,2,1,3,4,1,39,45,3,,2,1,,,,,,,40.54649353,-80.05249786,-1,
R_3smOJIx303NUQSx,Default Response Set,Anonymous,,,72.213.139.26,0,5/7/2016 9:46,5/7/2016 9:57,1,203097,2,,1,,,,,,,,,,1,7,4,4,4,4,4,5,5,5,4,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,,1,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,4,4,4,4,4,4,1,1,5,2,1,37,42,4,,2,1,,,,,,,36.02709961,-95.55760193,-1,
R_0Cx0lSLwdIg1NFb,Default Response Set,Anonymous,,,98.227.140.183,0,5/7/2016 13:50,5/7/2016 14:18,1,203137,2,,1,,,,,,,,,,1,4,3,1,1,3,3,5,5,5,5,9,,5,5,3,3,2,3,3,3,5,6,5,5,3,5,6,6,7,5,2,2,5,3,5,2,3,6,3,5,5,2,6,2,4,6,5,5,3,5,5,2,,1,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,5,,,,,,,3,2,3,3,3,2,2,4,1,1,,14,17,4,,2,1,,,,,,,41.80140686,-87.60050201,-1,
R_9HJHyw9fYgo69Df,Default Response Set,Anonymous,,,76.188.170.160,0,5/7/2016 16:06,5/7/2016 16:13,1,203152,2,,1,,,1,,,,1,,,,5,1,1,1,1,2,5,5,5,3,9,,7,7,2,2,7,1,1,3,5,7,1,6,1,6,6,7,7,6,1,7,7,7,6,3,6,7,6,7,7,5,6,2,7,6,3,2,4,6,5,3,,1,,5,1,,,,,,,,,,,,,,1,2,1,1,1,2,2,2,1,5,,,,,,,4,3,4,3,4,4,2,1,4,4,3,36,27,4,,2,1,,,,,,,41.41630554,-81.92250061,-1,
R_8H4ZFkpUfHkT0ax,Default Response Set,Anonymous,,,75.121.30.79,0,5/7/2016 17:26,5/7/2016 17:35,1,203185,2,,1,,,,,,,,,,1,4,1,1,5,1,5,5,5,5,5,9,,4,4,4,4,5,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,5,5,4,2,4,4,4,4,4,4,4,1,,5,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,3,3,3,3,3,3,2,3,4,3,2,26,16,5,,2,,,1,,,,,36.90029907,-92.63469696,-1,
R_bsy5Go6Nc4eicwR,Default Response Set,Anonymous,,,98.226.202.144,0,5/7/2016 17:46,5/7/2016 17:50,1,203201,2,,1,,,,,1,,,,,,4,4,2,2,2,2,5,5,5,4,9,,6,6,3,2,1,2,2,2,6,5,2,7,2,5,5,5,5,5,2,3,5,4,3,3,3,5,5,4,5,5,5,2,5,5,5,2,3,5,5,1,,1,,2,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,4,6,5,5,5,5,5,3,3,4,3,3,3,2,1,5,1,,14,12,4,,2,1,,,,,,,41.90379333,-87.67569733,-1,
