V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1.1,Q1.2,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.2_7,Q2.2_8,Q2.2_9,Q2.2_10,Q2.3,Q2.4_orange,Q2.4_banana,Q2.4_strawberry,Q2.4_apples,Q2.4_blueberries,Q2.4_feijoas,Q2.4_rambutan,Q2.4_loquat,Q2.4_peaches,Q2.5,Q2.5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5(N),CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3.5_Validation,NES_15,NES_9,NES_2,TECH_3(N),NES_4,TECH_1,TECH_4,Q3.7,Q3.7_TEXT,Q3.8,Q3.8_TEXT,Q4.1,Q4.2,Q5.1,Q5.2,Q6.1,Q6.2,Q7.1_iron,Q7.1_vitC,Q7.1_potassium,Q7.1_calcium,Q7.1_vitD,Q7.2,Q7.3,Q8.1,Q8.2,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.8,Q9.9,Q10.1,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q10.3_1,Q10.3_2,Q10.3_3,Q10.3_4,Q10.3_5,Q10.3_6,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.7,Q11.8,Q11.8_TEXT,LocationLatitude,LocationLongitude,LocationAccuracy
R_6EiR8lP5NnZa8Rv,Default Response Set,Anonymous,,,83.213.203.103,0,5/5/2016 16:27,5/5/2016 16:34,1,600320,2,,1,,,,,,,,1,,,5,1,1,1,1,2,5,5,2,3,5,,6,6,5,3,7,3,6,4,5,6,5,5,6,6,6,4,5,6,5,6,5,6,6,6,5,6,4,5,5,6,4,2,6,6,3,3,5,6,6,2,,3,,,,,,,,2,1,1,2,1,4,1,,,2,1,2,2,1,2,1,1,2,3,2,3,3,4,2,3,2,2,1,2,2,2,1,1,6,5,4,29,4,,43.32099915,-3.020599365,-1
R_8w9dre4T9Kp6mvX,Default Response Set,Anonymous,,,31.221.162.172,0,5/5/2016 16:18,5/5/2016 16:34,1,600267,,,1,,1,,,,,,1,,,5,1,1,2,1,3,4,5,5,3,5,,5,6,4,2,7,2,2,2,5,6,3,2,3,5,6,7,6,5,2,6,5,6,7,3,4,6,4,2,6,5,2,2,5,5,1,3,4,5,4,1,,1,,,,2,1,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,4,3,4,3,4,4,3,4,4,4,4,4,1,1,2,3,2,27,2,,40.41720581,-3.684005737,-1
R_ebuyfBJVX0yhuFT,Default Response Set,Anonymous,,,85.84.111.200,0,5/5/2016 16:20,5/5/2016 16:34,1,600282,2,,1,,,,,,,,,,1,5,1,1,1,1,2,2,5,5,3,5,,5,6,1,1,7,3,1,3,6,7,2,4,1,7,7,7,7,4,1,7,5,5,6,1,4,7,1,5,7,4,7,2,5,7,1,3,3,5,5,1,,3,,,,3,1,,,,,,,,,,,,2,1,2,1,1,2,2,1,1,5,,,,,,,3,3,3,2,2,2,1,2,3,4,1,24,1,,43.09100342,-2.317001343,-1
R_0MxIUppk2ybS80l,Default Response Set,Anonymous,,,91.117.78.127,0,5/5/2016 16:26,5/5/2016 16:35,1,600314,2,,1,,,,,,,,,,1,5,3,2,2,3,5,5,5,5,3,5,,7,7,3,3,7,3,3,3,6,5,3,5,3,6,6,6,7,6,1,6,6,7,7,2,3,7,6,6,7,7,7,2,6,6,3,2,3,6,6,1,,3,,,,,,4,1,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,2,2,1,1,2,2,2,6,2,4,3,33,2,,43.00990295,-7.555999756,-1
R_80wa1YBcTHgUeDH,Default Response Set,Anonymous,,,188.86.46.52,0,5/5/2016 16:22,5/5/2016 16:35,1,600288,2,,1,,,,,,,,,,1,5,2,4,3,1,3,5,5,5,3,5,,5,7,2,2,4,1,1,2,5,7,2,2,2,7,7,7,7,6,2,6,5,6,6,2,2,7,2,5,6,2,6,2,6,6,2,2,2,6,5,1,,3,,,,3,1,,,,,,,,,,,,2,2,2,1,1,2,2,2,1,5,,,,,,,1,1,1,2,2,2,2,1,2,1,,20,5,,43.53570557,-5.661499023,-1
R_eRn9v8fb3mDrLaR,Default Response Set,Anonymous,,,90.174.150.5,0,5/5/2016 16:29,5/5/2016 16:35,1,600336,2,,1,,,,,,,,,,1,5,1,1,1,1,3,5,5,5,3,5,,5,6,4,2,6,2,2,3,5,5,3,4,2,5,6,6,6,5,2,5,5,5,6,2,4,6,5,5,6,4,5,2,5,5,2,6,4,5,5,1,,1,,,,3,1,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,5,,,,,,,2,2,2,2,3,3,2,1,3,3,1,21,4,,40.41650391,-3.702606201,-1
R_3JJ2dY8Zuv0dnTf,Default Response Set,Anonymous,,,79.146.120.233,0,5/5/2016 16:28,5/5/2016 16:35,1,600329,2,,1,,1,,,,,,,,,5,2,1,1,2,3,5,5,5,3,5,,5,5,4,4,5,3,3,5,5,4,3,3,4,4,5,4,5,5,3,6,5,6,5,3,3,5,3,3,5,4,5,2,5,5,5,5,3,5,4,1,,1,,3,1,,,,,,,,,,,,,,2,1,2,1,1,2,1,2,2,5,,,,,,,2,2,2,2,3,3,2,1,3,1,,22,4,,41.65609741,-0.877304077,-1
R_dhDPmG5mOPilAX3,Default Response Set,Anonymous,,,77.227.169.73,0,5/5/2016 16:27,5/5/2016 16:35,1,600328,2,,1,,,,,,,,,,1,5,1,1,1,2,3,5,5,5,4,5,,5,5,4,4,4,4,4,3,4,6,4,5,4,5,6,6,5,6,3,6,5,5,7,4,3,6,4,5,3,3,6,2,4,5,5,3,5,6,5,6,,2,,,,,,,,,,,,,,,4,1,2,1,2,1,2,1,2,1,2,5,,,,,,,4,4,4,4,4,4,2,1,4,2,1,29,1,,43.30679321,-2.960006714,-1
R_5t1S26uNcj3aKMt,Default Response Set,Anonymous,,,88.31.147.174,0,5/5/2016 16:28,5/5/2016 16:35,1,600335,2,,1,,,,,,,,,,1,5,1,1,2,2,3,5,5,5,3,5,,7,7,4,1,7,4,1,2,4,7,4,4,4,4,7,7,4,6,2,7,4,4,4,4,2,7,4,4,6,6,7,2,4,6,4,1,4,6,6,1,,3,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,,,,,,,1,1,1,1,1,1,2,1,5,2,1,27,3,,41.38879395,2.158996582,-1
R_egnTjlUa5KLhhlP,Default Response Set,Anonymous,,,188.78.175.18,0,5/5/2016 16:27,5/5/2016 16:36,1,600322,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,1,5,,6,7,3,1,6,1,2,2,4,6,2,4,2,4,6,7,7,4,2,5,6,5,7,2,5,7,4,7,7,5,7,2,6,7,2,3,6,5,5,1,,1,,,,,,5,1,,,,,,,,,,2,2,2,1,1,1,2,1,1,4,3,3,3,3,3,3,2,2,2,2,2,3,1,1,4,3,2,21,4,,40.41650391,-3.702606201,-1
R_6FkZ6eyBFW5EZ3T,Default Response Set,Anonymous,,,185.42.240.145,0,5/5/2016 16:16,5/5/2016 16:37,1,600253,2,,1,,,,,,,,,,1,4,1,1,1,3,3,5,5,5,4,5,,6,7,5,2,6,1,2,2,5,5,1,4,2,6,6,6,7,4,1,6,5,5,7,2,3,6,2,6,6,6,6,2,7,6,2,3,4,5,5,1,,3,,,,,,,,2,2,2,2,2,4,1,,,3,2,3,2,2,1,2,1,1,2,7,7,7,7,7,7,4,4,4,4,4,4,2,7,1,2,1,12,5,,37.41149902,-1.744995117,-1
R_9oDxplPF2Ih9cZT,Default Response Set,Anonymous,,,81.38.160.119,0,5/5/2016 16:28,5/5/2016 16:37,1,600331,2,,1,,,,,,1,,,,,4,1,1,2,1,3,5,5,5,1,5,,6,6,3,3,5,2,2,2,6,6,2,4,3,5,6,3,7,6,2,6,6,7,6,3,2,6,6,7,6,5,6,2,6,7,3,3,3,6,6,1,,1,,2,1,,,,,,,,,,,,,,2,2,2,2,2,1,1,1,1,4,3,3,2,2,3,3,2,2,2,2,2,2,1,1,5,4,3,16,4,,41.38879395,2.158996582,-1
R_ei0J2VmmSHap89L,Default Response Set,Anonymous,,,88.11.96.178,0,5/5/2016 16:31,5/5/2016 16:38,1,600349,2,,1,,,,,,,,,,1,7,1,1,2,1,2,5,5,5,1,5,,6,7,2,1,3,1,1,1,5,7,1,4,1,7,7,7,7,6,1,7,7,7,6,1,6,7,1,7,7,5,7,2,7,7,1,4,2,4,3,1,,1,,,,,,,,4,3,2,2,3,4,1,,,2,1,2,1,2,1,1,1,2,5,,,,,,,1,4,4,2,2,3,1,5,4,2,1,47,2,,40.41650391,-3.702606201,-1
R_9z3wHn52VmZCaG1,Default Response Set,Anonymous,,,79.150.227.241,0,5/5/2016 16:33,5/5/2016 16:38,1,600363,2,,1,,,,,,,,,,1,4,1,1,1,1,1,1,5,5,1,5,,5,4,5,4,4,1,5,6,6,5,5,4,1,5,5,7,7,7,5,6,7,5,6,4,6,6,4,5,5,5,5,2,7,5,5,6,5,6,7,1,,3,,,,,,,,,,,,,,,4,1,2,2,2,1,1,2,1,1,1,5,,,,,,,1,1,1,1,1,1,1,1,6,5,1,12,4,,37.98699951,-1.130004883,-1
R_3L7e6ayeKbwlFm5,Default Response Set,Anonymous,,,88.8.53.219,0,5/5/2016 16:25,5/5/2016 16:39,1,600304,2,,1,,,,,,,,,,1,7,1,1,2,2,5,5,5,5,3,5,,7,7,1,1,5,1,1,1,6,7,1,3,1,7,7,7,7,5,1,5,7,7,7,1,3,7,1,1,7,4,7,2,7,7,1,2,1,6,7,1,,2,,,,7,1,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,1,1,2,1,1,1,1,1,5,4,3,41,2,,42.81689453,-1.643203735,-1
R_ahkQ42Sh1PSDrqR,Default Response Set,Anonymous,,,88.17.7.254,0,5/5/2016 16:32,5/5/2016 16:39,1,600362,2,,1,,,,,,,,,,1,4,3,1,1,1,2,5,5,5,3,5,,7,7,2,1,7,2,1,1,7,7,1,6,1,7,7,7,7,1,1,7,7,7,7,1,7,7,1,5,7,6,1,2,7,7,1,7,1,1,1,6,,2,,,,,,6,1,,,,,,,,,,3,3,3,3,3,3,2,3,3,4,7,7,7,5,5,7,7,7,7,7,7,7,2,1,5,4,1,17,4,,41.41670227,2.016693115,-1
R_0UnNcAgtGmr1yoR,Default Response Set,Anonymous,,,90.74.13.18,0,5/5/2016 16:27,5/5/2016 16:39,1,600324,2,,1,,,,,,,,,,1,7,1,2,3,1,5,5,5,5,1,5,,5,6,5,3,1,4,2,2,4,5,3,4,4,4,5,7,6,5,4,6,3,5,7,3,2,6,4,5,5,2,5,2,4,7,2,2,4,4,3,1,,3,,,,,,,,,,,,,,,4,1,2,2,2,3,2,1,2,1,1,4,6,5,3,5,7,4,2,3,2,3,5,3,1,5,3,2,1,48,3,,41.38879395,2.158996582,-1
R_bsxR715fXNEpJop,Default Response Set,Anonymous,,,95.20.12.227,0,5/5/2016 16:26,5/5/2016 16:39,1,600312,2,,1,,,,,,,,,,1,5,2,5,1,2,5,5,5,5,5,5,,5,7,2,2,7,2,1,2,4,5,2,4,3,5,5,5,7,4,2,7,4,5,7,2,4,5,3,4,6,4,6,2,6,5,3,4,3,5,4,1,,3,,,,,,,,,,,,,,,5,1,2,3,3,2,1,2,3,3,1,5,,,,,,,2,2,4,3,3,3,2,6,1,1,,22,5,,43.36659241,-8.406799316,-1
R_3PmQpomCI15IGJn,Default Response Set,Anonymous,,,188.79.157.233,0,5/5/2016 16:27,5/5/2016 16:39,1,600325,2,,1,,,,,,,,,,1,8,1,1,2,1,5,5,5,4,3,5,,7,6,5,3,4,1,1,1,6,7,1,4,2,5,7,6,7,6,2,6,7,6,7,2,2,7,2,7,7,7,7,2,7,7,1,1,3,6,6,4,,2,,,,,,2,1,,,,,,,,,,2,1,3,2,3,3,3,3,1,5,,,,,,,1,1,1,1,2,1,1,5,3,2,1,52,2,,41.88780212,2.875198364,-1
R_2f7KkdoHuH3Lcgd,Default Response Set,Anonymous,,,146.158.176.236,0,5/5/2016 16:32,5/5/2016 16:39,1,600361,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,1,5,,6,7,3,4,6,4,2,4,4,4,2,4,4,6,7,7,7,4,4,7,7,6,6,4,4,7,4,5,7,5,5,2,7,6,3,4,2,4,3,1,,1,,,,,,,,,,,,,,,4,1,2,2,2,1,2,1,2,1,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,4,4,3,26,3,,41.65519714,-4.723693848,-1
R_24Ovb6i5lgV0IuN,Default Response Set,Anonymous,,,83.138.203.31,0,5/5/2016 16:32,5/5/2016 16:40,1,600356,2,,1,,,,,,,,,,1,3,1,1,1,1,2,5,5,4,1,5,,5,5,4,4,6,4,3,5,2,4,2,6,4,3,4,5,5,6,4,6,5,4,5,5,5,4,2,4,6,5,5,2,7,5,2,5,4,6,6,1,,1,,,,3,1,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,2,3,3,3,3,3,4,1,1,1,1,1,1,1,1,4,3,1,8,4,,41.65609741,-0.877304077,-1
R_d4rzbqof8I9SKEJ,Default Response Set,Anonymous,,,92.57.108.247,0,5/5/2016 16:22,5/5/2016 16:40,1,600292,2,,1,,,,,,,,,,1,6,2,1,2,2,3,5,5,5,2,5,,5,6,5,5,7,6,5,4,1,5,5,4,5,6,6,6,7,7,1,7,7,5,6,7,4,7,4,7,6,7,7,2,5,6,5,5,4,7,7,1,,1,,,,,,,,1,1,4,1,1,4,1,,,2,1,2,2,1,2,1,1,1,5,,,,,,,1,2,2,4,4,4,2,6,3,4,1,38,4,,41.6999054,2.845596313,-1
R_1MiEILVQfI5svpX,Default Response Set,Anonymous,,,81.184.131.47,0,5/5/2016 16:32,5/5/2016 16:40,1,600358,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,1,5,,6,7,1,1,6,1,1,1,5,7,1,2,1,7,7,7,7,5,1,6,7,7,7,1,2,7,4,7,7,4,7,2,6,6,1,2,7,6,2,1,,1,,,,,,5,1,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,1,2,2,4,5,6,2,1,5,3,2,28,2,,41.38879395,2.158996582,-1
R_dmS7Jprbf02YQ0B,Default Response Set,Anonymous,,,62.151.226.252,0,5/5/2016 16:28,5/5/2016 16:40,1,600332,2,,1,,1,,,,,,,,,4,2,2,3,2,5,5,5,5,3,5,,7,7,3,1,7,1,2,3,4,7,3,5,2,7,7,7,7,4,2,7,7,5,7,1,3,7,1,7,7,5,7,2,6,6,2,2,2,6,5,1,,3,,,,,,7,1,,,,,,,,,,3,3,3,1,1,3,2,3,1,4,7,7,7,7,7,7,4,4,4,4,4,4,2,1,2,2,1,18,4,,43.26269531,-2.925292969,-1
R_bexKKULnMFx9RLn,Default Response Set,Anonymous,,,80.39.226.243,0,5/5/2016 16:30,5/5/2016 16:41,1,600338,2,,1,,,,,,,,,,1,5,3,3,3,3,5,5,5,5,3,5,,6,7,3,1,6,2,1,2,4,6,1,2,3,7,6,7,7,5,1,,6,6,7,2,3,7,2,6,6,2,1,2,7,6,2,2,2,6,6,1,,1,,,,,,,,5,5,5,5,5,4,1,,,3,3,3,3,1,3,2,3,1,5,,,,,,,1,2,2,2,3,3,2,6,1,2,1,27,4,,36.72669983,-4.434799194,-1
R_9sE7AgeBbNof8xL,Default Response Set,Anonymous,,,79.152.175.195,0,5/5/2016 16:30,5/5/2016 16:41,1,600337,1,1,1,,,,,,,,,,1,4,3,2,2,3,5,5,5,5,3,5,,3,5,6,2,2,6,1,2,2,7,3,4,3,6,6,7,7,6,2,5,5,5,6,5,1,7,6,6,6,2,6,2,3,5,5,1,7,6,6,1,,1,,2,1,,,,,,,,,,,,,,2,2,3,2,2,1,3,1,1,5,,,,,,,1,2,2,1,1,2,1,6,3,3,1,17,2,,43.36659241,-8.406799316,-1
R_3gSs3MZHNzPpnOR,Default Response Set,Anonymous,,,83.51.181.210,0,5/5/2016 16:35,5/5/2016 16:41,1,600374,2,,1,,,,,,,,,,1,5,1,1,1,1,2,5,5,5,3,5,,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,5,5,5,5,5,1,,1,,,,,,,,,,,,,,,4,1,2,1,1,2,2,1,1,1,2,5,,,,,,,1,1,1,1,1,1,2,1,4,3,2,25,2,,38.90840149,-6.617904663,-1
R_1LEem21cyWGlgB7,Default Response Set,Anonymous,,,77.27.220.112,0,5/5/2016 16:27,5/5/2016 16:41,1,600321,2,,1,,,,,,,,,,1,4,1,1,1,1,2,5,5,5,3,5,,2,6,5,2,6,2,1,3,5,7,5,5,2,7,7,7,7,6,3,7,6,5,7,3,1,6,5,6,7,5,1,2,5,7,5,1,5,6,6,1,,1,,4,1,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,1,5,,,,,,,2,2,2,2,4,2,2,4,2,3,1,10,7,Estoy terminando el máster,42.59629822,-8.764297485,-1
R_9S7QPVapivgEei1,Default Response Set,Anonymous,,,92.186.186.13,0,5/5/2016 16:33,5/5/2016 16:41,1,600365,2,,1,,,,,,,,,,1,5,1,1,1,1,1,5,5,5,2,5,,4,4,4,1,6,4,1,1,4,7,4,5,1,7,7,7,5,6,1,7,4,4,7,1,1,7,4,7,7,7,7,2,4,4,5,2,4,6,2,1,,1,,,,7,1,,,,,,,,,,,,3,3,3,1,3,3,3,3,3,5,,,,,,,1,1,1,1,1,1,2,1,4,3,2,27,4,,37.38240051,-5.976104736,-1
R_dgUbyXpU1GUznff,Default Response Set,Anonymous,,,92.57.230.247,0,5/5/2016 16:32,5/5/2016 16:42,1,600352,,,1,,,,,,,,,,1,4,1,4,1,2,3,5,5,5,3,5,,5,5,4,3,7,3,4,2,4,7,3,5,4,5,6,7,6,6,2,6,6,3,7,5,3,7,5,5,6,5,6,2,5,5,3,5,4,5,5,1,,2,,,,,,,,3,3,3,3,3,3,1,,,2,1,2,1,2,1,1,1,1,5,,,,,,,6,6,5,6,5,4,2,2,1,1,,17,4,,40.41650391,-3.702606201,-1
R_bl1cB41M5NRqjzf,Default Response Set,Anonymous,,,46.136.48.217,0,5/5/2016 16:35,5/5/2016 16:42,1,600372,2,,1,,1,,,,,,,,,6,1,1,1,1,5,5,5,5,3,5,,5,5,5,3,6,3,3,3,4,4,4,4,4,4,5,5,6,5,2,5,5,5,6,3,4,4,4,5,5,5,5,2,4,5,2,5,5,5,4,3,,1,,,,,,,,,,,,,,,4,1,1,2,2,1,2,1,2,1,1,5,,,,,,,3,3,3,3,3,3,2,1,6,2,1,35,3,,41.65519714,-4.723693848,-1
R_7adxZnEb3E7p3qR,Default Response Set,Anonymous,,,95.18.59.23,0,5/5/2016 16:23,5/5/2016 16:42,1,600296,2,,1,,1,,,,,,,,,6,3,2,1,1,5,5,5,5,3,5,,1,7,4,4,1,1,4,4,5,4,1,1,4,4,4,4,7,4,4,1,7,7,6,4,4,4,4,7,4,1,4,2,5,6,1,1,4,6,5,1,,1,,,,,,,,3,3,4,1,3,5,1,,,3,3,3,3,3,3,2,3,1,4,7,7,7,7,7,7,1,3,3,3,3,4,2,1,4,5,2,35,3,,38.04550171,-4.170303345,-1
R_2lA53nI5FaQGXNX,Default Response Set,Anonymous,,,85.84.111.200,0,5/5/2016 16:37,5/5/2016 16:42,1,600282,2,,1,,,,,,,,,,1,5,1,1,1,1,2,2,5,5,2,5,,6,6,2,1,7,3,1,1,6,7,3,4,1,7,7,7,7,5,1,7,5,5,6,1,4,7,1,5,7,4,7,2,5,7,1,3,3,5,5,1,,3,,,,,,3,1,,,,,,,,,,2,1,2,1,1,2,2,1,1,5,,,,,,,3,2,3,2,2,2,1,2,3,4,1,24,1,,43.09100342,-2.317001343,-1
R_d5Li3RoTPdO5IWx,Default Response Set,Anonymous,,,95.17.60.75,0,5/5/2016 16:31,5/5/2016 16:43,1,600348,2,,1,,,,,,,,,,1,3,1,1,2,1,3,5,5,3,1,5,,7,7,1,2,4,2,3,2,5,6,2,3,2,5,7,7,7,5,3,6,7,7,7,2,2,7,1,,7,5,2,2,7,7,1,3,2,6,4,1,,1,,5,1,,,,,,,,,,,,,,3,2,3,3,3,1,2,3,1,5,,,,,,,2,1,3,2,4,3,2,4,3,4,5,5,2,,38.34620667,-0.487701416,-1
R_aVnpnLJmESGNqjr,Default Response Set,Anonymous,,,79.144.109.183,0,5/5/2016 16:19,5/5/2016 16:43,1,600272,2,,1,,,,,,,,,,1,5,1,1,1,1,1,2,5,5,2,5,,6,6,5,4,4,5,3,4,3,7,4,5,4,5,7,7,7,6,6,7,4,5,7,4,4,7,5,7,7,6,7,2,5,5,4,3,3,6,4,2,,2,,4,1,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,1,4,4,4,2,2,4,3,2,2,2,2,2,4,1,1,6,4,3,16,2,,42.23280334,-8.722595215,-1
R_3EOuP1k1sVIj4EJ,Default Response Set,Anonymous,,,83.37.144.90,0,5/5/2016 16:33,5/5/2016 16:43,1,600366,2,,1,,1,,,,,,,,,4,2,1,1,2,2,5,5,5,3,5,,6,5,3,4,6,3,4,5,4,5,4,6,4,4,4,4,6,4,4,6,5,5,6,4,3,4,3,5,4,6,4,2,6,6,2,3,4,6,5,1,,1,,,,,,,,2,2,4,2,2,4,1,,,2,3,2,1,2,1,2,1,1,5,,,,,,,2,2,2,2,3,2,2,1,3,1,,19,5,,41.65519714,-4.723693848,-1
R_4GYT8HQ8hbthqZv,Default Response Set,Anonymous,,,148.3.250.117,0,5/5/2016 16:35,5/5/2016 16:43,1,600375,2,,1,,,,,,,,,,1,4,1,1,1,1,1,5,5,5,1,5,,7,7,7,5,6,7,1,7,4,7,7,5,5,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,6,7,2,7,7,7,1,7,7,7,1,,1,,,,2,1,,,,,,,,,,,,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,3,2,19,2,,40.41650391,-3.702606201,-1
R_ehCZzYQ2ojNnQvH,Default Response Set,Anonymous,,,46.24.255.15,0,5/5/2016 16:35,5/5/2016 16:44,1,600371,2,,1,,,,,,,,,,1,5,1,1,1,1,1,5,5,4,3,5,,6,7,2,3,7,1,1,2,6,7,1,6,2,6,7,7,7,4,2,6,6,6,7,2,3,7,2,3,7,6,7,2,7,4,1,3,2,5,5,1,,1,,,,6,1,,,,,,,,,,,,2,1,2,3,2,1,1,1,2,4,2,3,3,3,3,3,2,3,3,3,3,3,2,1,3,3,2,26,2,,28.13160706,-16.74530029,-1
R_5AUaLV0M1RLvItD,Default Response Set,Anonymous,,,213.143.50.54,0,5/5/2016 16:36,5/5/2016 16:44,1,600377,2,,1,,1,,,,,,,,,4,1,1,1,1,2,5,5,5,3,5,,6,6,2,1,5,3,1,1,7,7,1,3,1,7,7,7,7,6,1,5,6,7,7,1,2,7,3,5,7,4,7,2,7,6,5,1,1,7,7,6,,3,,4,1,,,,,,,,,,,,,,3,3,3,1,1,3,2,3,1,5,,,,,,,1,3,3,3,2,2,1,3,3,1,,14,2,,40.41650391,-3.702606201,-1
R_bkLkT4qcfGEHVEV,Default Response Set,Anonymous,,,213.37.23.211,0,5/5/2016 16:32,5/5/2016 16:44,1,600359,2,,1,,,,,,,,1,,,4,3,1,1,3,5,5,5,5,4,5,,2,7,1,1,3,1,2,2,5,7,3,4,3,6,6,6,7,3,2,6,6,5,7,2,5,6,3,7,6,6,7,2,7,7,1,4,2,4,1,1,,3,,,,,,5,1,,,,,,,,,,2,1,2,1,1,1,2,1,2,5,,,,,,,4,3,4,4,4,4,2,2,2,2,1,12,2,,40.41650391,-3.702606201,-1
R_3t6B8G2VC5YyAsd,Default Response Set,Anonymous,,,88.5.195.213,0,5/5/2016 16:15,5/5/2016 16:46,1,600241,2,,1,,,,,,,,,,1,7,1,1,3,1,4,5,5,5,4,5,,1,5,6,6,7,1,4,5,6,4,2,2,6,3,6,4,7,5,6,6,5,6,7,4,5,6,7,7,4,2,5,2,5,6,2,2,6,6,6,,,1,,,,5,1,,,,,,,,,,,,2,1,3,2,3,3,1,3,1,4,3,3,3,4,3,3,1,1,1,1,1,1,2,5,4,3,1,43,2,,41.38879395,2.158996582,-1
R_6fBZXqMiAYs2igt,Default Response Set,Anonymous,,,79.156.141.40,0,5/5/2016 16:39,5/5/2016 16:46,1,600390,2,,1,,1,,,,,,,,,6,1,1,1,1,3,5,5,5,3,5,,4,6,5,4,5,5,4,4,4,5,3,4,4,3,6,6,6,6,3,5,6,6,6,4,3,5,4,6,5,5,6,2,5,6,3,6,6,6,5,1,,1,,,,1,1,,,,,,,,,,,,2,3,2,1,1,1,2,1,1,5,,,,,,,1,1,1,1,1,1,2,1,4,4,2,33,3,,42.8500061,-2.666702271,-1
R_9ZZJsrc2DPDMCax,Default Response Set,Anonymous,,,85.54.248.81,0,5/5/2016 16:34,5/5/2016 16:46,1,600367,2,,1,,,,,,,,,,1,5,2,2,1,2,5,5,5,5,3,5,,5,5,4,4,6,4,4,4,4,4,3,3,4,4,5,5,7,5,4,6,6,5,7,5,4,5,4,5,5,3,5,2,6,5,5,1,4,6,7,1,,1,,,,,,,,2,2,2,2,3,5,1,,,3,3,3,1,3,3,2,3,1,5,,,,,,,4,4,4,4,4,4,2,6,4,4,3,23,2,,40.41720581,-3.684005737,-1
R_a2ZrDMMavFm4FwN,Default Response Set,Anonymous,,,88.25.105.201,0,5/5/2016 16:38,5/5/2016 16:46,1,600388,2,,1,,,,,,,,,,1,4,1,2,2,1,3,5,5,5,3,5,,5,6,2,1,7,1,4,3,7,6,2,5,2,5,5,6,5,4,2,7,6,5,6,1,3,6,3,5,7,6,7,2,5,5,5,2,2,5,3,6,,2,,,,,,,,,,,,,,,3,1,3,2,3,2,2,1,2,1,1,2,7,7,7,7,7,7,1,2,3,3,3,3,2,1,5,2,1,16,5,,40.41650391,-3.702606201,-1
R_3EnVKtEMrySrnkV,Default Response Set,Anonymous,,,83.49.230.203,0,5/5/2016 16:40,5/5/2016 16:47,1,600393,2,,1,,,,,,,,,,1,4,1,1,1,1,3,5,5,5,3,5,,6,7,1,1,6,2,1,1,7,7,2,7,1,7,7,7,7,6,1,7,7,6,6,1,5,7,2,5,7,4,1,2,7,6,1,2,2,6,6,1,,1,,,,,,5,1,,,,,,,,,,1,1,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,4,3,20,2,,36.72019958,-4.420303345,-1
R_bvBcEuWBTuglKbX,Default Response Set,Anonymous,,,46.27.67.68,0,5/5/2016 16:36,5/5/2016 16:47,1,600378,2,,1,,,,,,,,,,1,6,1,1,1,1,5,5,5,5,3,5,,6,6,2,2,4,2,2,2,2,6,1,2,2,6,6,6,7,4,2,5,5,5,4,2,3,6,1,6,7,4,6,2,6,5,4,2,6,6,6,1,,1,,2,1,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,1,4,7,7,7,7,7,7,4,4,4,4,4,4,2,1,3,3,3,33,2,,43.36659241,-8.406799316,-1
