V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,gid,Q1_1,Q1_2,Q2_1,Q2_2_1,Q2_2_2,Q2_2_3,Q2_2_4,Q2_2_5,Q2_2_6,Q2_2_7,Q2_2_8,Q2_2_9,Q2_2_10,Q2_3,Q2_4_orange,Q2_4_banana,Q2_4_strawberry,Q2_4_apple,Q2_4_5,Q2_4_loquat,Q2_4_rambutan,Q2_4_mangosteen,Q2_4_peach,Q2_5,Q2_5_TEXT,NES_11,NES_5,NES_14,CD_4R,CON_3,NES_10,CD_7R,CD_12R,NES_1,CD_5,NES_8,CON_2,CD_1R,CD_11,CD_9,CD_3,NES_7,TECH_2,CD_13R,CON_5,NES_13,NES_3,CON_1,CD_2R,TECH_5_N_,CD_8,NES_12,NES_6,CD_6,CON_4,CD_10,Q3_5_Validation,NES_15,NES_9,NES_2,TECH_3_N_,NES_4,TECH_1,TECH_4,Q3_7,Q3_7_TEXT,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1_1,Q7_1_2,Q7_1_3,Q7_1_4,Q7_1_5,Q7_2,Q7_3,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q10_1,Q10_2_1,Q10_2_2,Q10_2_3,Q10_2_4,Q10_2_5,Q10_2_6,Q10_3_1,Q10_3_2,Q10_3_3,Q10_3_4,Q10_3_5,Q10_3_6,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,LocationLatitude,LocationLongitude,LocationAccuracy,CD_4,CD_7,CD_12,CD_1,CD_13,CD_2,total_CD,TECH_3,TECH_5,total_tech,total_NES,total_con,Monsanto,Family,Public,Seeds,WTP_Mon,WTP_Fam,WTP_Pub,WTP_Seed,Mon_T,Emo_T,Sim_T,Ben_T,Conrol
R_a4CqH7gWjSxyGnX,Default Response Set,Anonymous,,,82.149.175.74,0,03MAY16:13:55:00,03MAY16:14:01:00,1,400924,2,0,1,,0,0,0,0,,,0,0,1,6,4,4,4,4,5,5,5,5,4,4,,6,7,2,2,4,6,4,2,5,6,6,2,2,6,6,6,7,2,2,5,6,2,4,2,2,3,7,6,2,2,2,2,6,4,6,2,5,6,6,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,2,3,1,5,0,0,0,0,0,0,1,4,4,4,4,6,2,1,4,1,0,35,3,52.2440033,8.061294556,-1,6,4,6,6,6,6,65,6,6,26,81,17,-7.88791,-1.63405,-3.62019,0.525275,-2.763276173,-0.572436987,-1.268217407,0.184013242,0,0,1,0,0
R_eJ5i9cb7G6Nwu2N,Default Response Set,Anonymous,,,37.201.212.53,0,03MAY16:13:52:00,03MAY16:14:02:00,1,400903,2,0,1,,0,0,0,0,,,0,0,1,7,3,2,3,2,3,5,5,5,3,4,,5,6,4,3,5,5,2,2,4,6,5,5,2,6,6,6,7,6,3,5,6,7,4,3,3,6,4,2,6,3,5,2,4,6,6,2,4,6,5,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,3,2,1,1,1,3,1,1,4,6,6,6,6,7,6,2,2,3,2,3,3,2,5,1,1,0,46,3,51,9,-1,5,6,6,6,5,5,74,6,5,28,75,22,-5.00457,0.25873,-4.71892,0.58752,-1.75319052,0.090637754,-1.653122208,0.205818781,0,0,1,0,0
R_ezygHuePNfRdnOR,Default Response Set,Anonymous,,,5.146.13.172,0,03MAY16:13:57:00,03MAY16:14:04:00,1,400937,2,0,1,,0,0,0,0,,,0,0,1,7,1,2,4,2,4,5,5,5,3,4,,5,5,5,4,1,5,1,4,4,6,5,1,4,4,5,5,5,5,4,2,6,5,4,5,3,5,4,4,6,1,6,2,5,5,5,2,2,6,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,4,5,4,4,5,4,5,3,3,3,3,5,4,1,1,2,1,0,41,2,51.32330322,8.301498413,-1,4,7,4,4,4,3,63,6,5,28,70,9,-5.23768,-0.149676,0.187821,0.892109,-1.834853129,-0.052434184,0.065797061,0.312521764,0,0,1,0,0
R_0MO0o1KqnoWOshn,Default Response Set,Anonymous,,,79.220.151.3,0,03MAY16:11:37:00,03MAY16:14:05:00,1,400390,2,0,1,,0,0,0,0,,,0,0,1,7,3,3,5,3,5,5,5,5,4,4,,5,7,5,2,6,7,1,1,6,7,6,6,1,7,7,7,7,5,1,7,7,7,7,1,5,7,6,2,7,6,7,2,7,5,6,4,4,5,4,6,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,3,3,2,1,1,3,2,3,1,2,7,7,7,7,7,7,1,3,4,4,3,3,2,5,2,1,0,43,5,50.13189697,8.683807373,-1,6,7,7,7,7,7,90,4,3,21,87,32,-7.81488,-3.55095,-5.57737,1.23782,-2.737692456,-1.243961395,-1.953852621,0.43363052,0,0,1,0,0
R_5ApPOMOaRviS8qV,Default Response Set,Anonymous,,,91.141.2.5,0,03MAY16:13:58:00,03MAY16:14:05:00,1,800144,2,0,1,,0,0,0,0,,,0,0,1,4,3,3,2,2,3,5,5,4,4,2,,4,4,3,5,4,3,4,4,4,5,5,2,3,5,5,5,7,6,5,5,4,4,3,4,3,4,6,3,4,3,4,2,4,4,4,3,4,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,1,5,0,0,0,0,0,0,2,2,2,2,3,3,2,3,1,1,0,18,2,48.19999695,16.36669922,-1,3,4,4,5,3,4,55,5,5,26,63,17,-0.999324,-3.47663,-2.14241,1.35167,-0.350081099,-1.217925768,-0.750524601,0.473514214,0,0,1,0,0
R_5vBcbBMAEPTgKln,Default Response Set,Anonymous,,,80.137.84.73,0,03MAY16:13:54:00,03MAY16:14:06:00,1,400920,2,0,1,,0,0,0,0,,,0,0,1,6,2,2,3,1,3,5,5,5,3,4,,5,5,5,3,5,3,2,5,5,6,5,5,2,6,6,6,6,4,5,5,5,5,5,3,3,5,3,5,5,2,5,2,5,4,4,5,4,4,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,2,5,0,0,0,0,0,0,3,3,3,3,3,3,2,2,6,4,3,32,5,48.18229675,11.53309631,-1,5,6,3,6,3,5,67,3,5,21,69,22,-5.80591,4.15008,-0.374389,0.688768,-2.033914277,1.453847366,-0.131155173,0.241287769,0,0,1,0,0
R_5pYhDvK7B648CZn,Default Response Set,Anonymous,,,78.54.79.233,0,03MAY16:13:55:00,03MAY16:14:07:00,1,400927,2,0,1,,0,0,0,0,,,0,0,1,5,3,4,3,2,5,5,5,5,4,4,,6,6,4,5,6,6,2,4,4,5,4,5,4,5,6,5,6,5,5,6,7,6,7,3,3,5,6,3,5,6,5,2,6,4,5,3,4,6,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,3,2,2,2,3,1,1,3,5,0,0,0,0,0,0,2,2,2,3,3,4,2,6,1,1,0,28,3,53.55000305,10,-1,3,6,4,4,3,5,61,5,5,26,77,30,-2.12514,1.43917,-1.75353,-0.572532,-0.744474611,0.504167032,-0.614292971,-0.200568216,0,0,1,0,0
R_9ZDiR4SjxXtoFi5,Default Response Set,Anonymous,,,93.239.152.57,0,03MAY16:13:59:00,03MAY16:14:07:00,1,400954,2,0,1,,0,0,0,0,,,0,0,1,5,2,1,1,1,3,5,5,5,3,4,,5,7,6,2,7,7,1,1,7,6,6,7,4,7,6,7,7,6,2,7,6,7,6,6,4,6,6,3,7,6,7,2,7,6,6,3,6,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,2,3,1,1,2,2,2,1,5,0,0,0,0,0,0,3,2,3,2,3,4,2,6,3,2,1,25,2,49.75,6.633300781,-1,6,7,7,4,6,2,78,5,4,25,92,33,-5.65303,-4.60454,-0.541082,0.944865,-1.980357675,-1.613052845,-0.189550717,0.331003135,0,0,1,0,0
R_dgxMmncgZBUm04d,Default Response Set,Anonymous,,,87.152.207.15,0,03MAY16:14:02:00,03MAY16:14:08:00,1,400965,2,0,1,,0,0,0,0,,,0,0,1,4,1,1,1,1,2,3,5,5,1,4,,4,5,4,4,7,6,4,5,4,5,4,7,3,4,4,5,6,5,4,7,4,4,4,4,1,3,4,5,5,6,6,2,5,4,4,1,4,7,6,1,,,,0,0,5,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,1,1,2,2,3,3,2,1,3,2,1,16,4,53.07110596,8.831695557,-1,4,4,3,5,4,4,56,7,7,32,67,31,-1.68401,-0.564131,-0.978416,1.5209,-0.58993887,-0.197625195,-0.342756652,0.532798515,0,0,1,0,0
R_3Xk8Pd40b7HAIhT,Default Response Set,Anonymous,,,92.208.235.15,0,03MAY16:14:04:00,03MAY16:14:11:00,1,400969,2,0,1,,0,0,0,0,,,0,0,1,7,1,2,1,2,3,5,5,5,4,4,,6,7,7,1,5,7,1,1,5,7,7,1,2,7,7,7,7,5,2,5,7,7,5,7,4,7,7,2,7,1,7,2,7,5,7,2,3,5,5,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,3,3,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,1,2,2,1,46,4,52.51669312,13.3999939,-1,7,7,7,6,6,1,83,6,4,25,91,17,-5.7987,-4.26499,-4.29145,0.0766641,-2.031388485,-1.494102398,-1.50337181,0.026856808,0,0,1,0,0
R_1S06LtacSe3qSz3,Default Response Set,Anonymous,,,78.51.233.71,0,03MAY16:13:57:00,03MAY16:14:14:00,1,400938,1,1,1,,0,0,0,0,,,0,0,1,7,2,1,3,1,1,5,5,5,3,4,,5,5,4,4,5,4,4,4,5,5,6,4,4,4,5,5,6,5,4,5,5,6,5,4,5,4,6,4,5,4,3,2,5,5,6,5,4,6,6,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,3,2,3,1,1,2,1,3,5,0,0,0,0,0,0,4,3,3,4,4,5,1,5,3,2,1,45,3,53.55000305,10,-1,4,4,4,4,4,4,55,3,3,23,76,23,-6.45682,0.501337,-4.52619,-0.128926,-2.26193971,0.175627332,-1.585605437,-0.045165087,0,0,1,0,0
R_38elP43fYuysDAx,Default Response Set,Anonymous,,,78.50.63.218,0,03MAY16:14:09:00,03MAY16:14:15:00,1,400981,2,0,1,,0,0,0,0,,,0,0,1,4,3,1,2,1,4,5,5,5,1,4,,5,5,4,2,6,5,2,4,4,4,5,6,4,5,7,5,6,4,3,7,5,5,6,5,4,4,4,3,5,6,5,2,6,5,5,3,4,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,3,5,0,0,0,0,0,0,4,4,4,4,4,4,2,1,1,1,0,18,2,51.46670532,6.850006104,-1,6,6,4,4,5,3,63,5,4,23,71,31,-5.7608,-4.18307,-3.66498,0.0859429,-2.018111436,-1.465404354,-1.283908147,0.030107337,0,0,1,0,0
R_3lWNvuqBP2ktvnf,Default Response Set,Anonymous,,,37.209.20.67,0,03MAY16:14:06:00,03MAY16:14:19:00,1,400972,2,0,1,,0,0,0,0,,1,0,0,0,4,3,1,1,1,4,5,5,5,3,4,,5,6,3,3,7,4,2,2,4,6,6,6,2,6,6,6,7,5,2,7,7,7,3,5,2,6,4,1,6,6,5,2,5,2,4,2,4,5,5,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,3,1,1,3,2,3,1,5,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,4,3,19,1,48.3092041,8.220001221,-1,5,6,6,6,6,3,73,6,6,27,69,29,-6.2934,-3.77609,-3.23738,0.419997,-2.204690757,-1.32283197,-1.134112207,0.147132473,0,0,1,0,0
R_cNjXBjfMcxj2IYZ,Default Response Set,Anonymous,,,188.195.153.1,0,03MAY16:14:11:00,03MAY16:14:25:00,1,400987,1,1,1,,0,0,0,0,,,0,0,1,8,3,1,3,2,4,5,5,5,4,4,,6,6,3,2,2,5,2,2,5,6,5,2,3,5,6,5,6,5,2,4,6,6,7,4,4,7,6,2,6,3,6,2,3,6,6,3,3,5,6,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,3,1,1,5,0,0,0,0,0,0,3,3,3,3,4,3,1,6,0,2,1,50,5,47.84689331,12.3453064,-1,6,6,6,5,6,4,74,5,4,25,74,18,-5.20579,2.05919,-3.9177,-0.243611,-1.823681491,0.721371144,-1.37244049,-0.085341297,0,0,1,0,0
R_4Vjok62N0L8OMBL,Default Response Set,Anonymous,,,91.60.192.104,0,03MAY16:14:09:00,03MAY16:14:26:00,1,400984,2,0,1,,0,0,0,0,,,0,0,1,8,2,1,1,1,5,5,5,5,4,4,,7,7,1,3,7,4,1,2,6,7,7,5,1,7,7,7,7,5,1,7,7,7,7,1,4,7,7,7,7,4,7,2,6,6,6,2,6,5,5,6,,,,0,0,6,1,0,0,0,0,0,0,0,0,0,2,3,3,1,2,3,1,1,1,5,0,0,0,0,0,0,4,4,4,4,4,4,1,5,3,2,1,54,5,53.35009766,13.06719971,-1,5,7,6,7,7,7,88,6,4,25,91,30,-1.73019,-0.110523,-3.68936,-0.408316,-0.606116551,-0.038718187,-1.292448897,-0.143040409,0,0,1,0,0
R_0SMjkHr5QP0Myyh,Default Response Set,Anonymous,,,93.211.90.202,0,03MAY16:14:20:00,03MAY16:14:27:00,1,400999,2,0,1,,0,0,0,0,,,0,0,1,4,4,1,1,1,4,5,5,5,4,4,,7,7,4,7,7,7,1,6,4,3,7,4,3,7,7,7,7,7,5,4,7,7,4,3,3,7,7,4,7,1,7,2,6,5,5,4,4,5,4,1,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,5,0,0,0,0,0,0,4,4,4,4,4,4,2,6,4,3,2,18,2,50.50090027,8.395599365,-1,1,7,2,5,3,5,68,4,5,25,88,20,-3.9104,4.00594,0.0509457,0.759157,-1.369883169,1.403352542,0.017847191,0.265946296,0,0,1,0,0
R_4YjfhnCn110hHUx,Default Response Set,Anonymous,,,185.60.199.91,0,03MAY16:14:26:00,03MAY16:14:35:00,1,401016,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,2,1,2,5,5,5,2,4,,5,7,3,2,5,6,2,3,5,7,5,6,5,6,6,6,6,2,2,6,5,6,6,5,2,5,7,3,6,4,6,2,5,6,7,3,5,5,6,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,1,5,0,0,0,0,0,0,2,3,4,3,3,3,2,3,5,3,2,17,2,49.1907959,8.230300903,-1,6,6,5,3,6,3,71,5,6,24,81,27,-4.24729,-0.0538032,-1.37859,1.53298,-1.487901771,-0.018848225,-0.482944772,0.537030355,0,0,1,0,0
R_bp9e7zv4J7hVwq1,Default Response Set,Anonymous,,,78.41.149.241,0,03MAY16:14:13:00,03MAY16:14:38:00,1,800146,2,0,1,,0,0,0,0,,,0,0,1,5,3,1,3,1,2,5,5,5,3,2,,5,6,4,3,7,5,1,6,5,6,7,5,3,6,5,5,6,3,2,7,5,6,7,4,4,6,6,6,6,1,5,2,6,6,6,3,4,4,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,2,3,1,5,0,0,0,0,0,0,3,4,4,3,3,2,2,1,4,1,0,25,3,48.19999695,16.36669922,-1,5,7,2,5,6,4,68,5,4,21,83,27,-5.22665,-3.35007,-3.50303,0.576167,-1.830989123,-1.173589533,-1.227174161,0.201841621,0,0,1,0,0
R_cI3O3aWTeP0hHI9,Default Response Set,Anonymous,,,178.115.131.1,0,03MAY16:14:30:00,03MAY16:14:38:00,1,800153,2,0,1,,1,0,0,0,,,0,0,1,3,1,1,1,1,1,5,5,5,2,2,,5,6,5,2,7,4,3,2,7,3,6,7,2,7,7,6,7,2,3,7,6,3,7,2,3,5,5,2,4,4,5,2,7,6,4,1,6,5,4,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,5,0,0,0,0,0,0,3,2,3,1,2,3,2,1,4,5,1,5,3,48.19999695,16.36669922,-1,6,5,6,6,5,6,71,7,5,23,79,32,-2.22626,4.1593,-1.37481,0.394847,-0.779898758,1.457077298,-0.481620571,0.138321977,0,0,1,0,0
R_3V61KbNnNhlclPT,Default Response Set,Anonymous,,,134.76.62.65,0,03MAY16:12:11:00,03MAY16:14:40:00,1,400580,1,1,1,,0,0,0,0,,,0,0,1,3,3,1,2,1,2,5,5,5,3,4,,7,7,7,2,5,6,2,2,7,6,3,5,2,5,7,7,7,3,1,6,6,6,5,1,3,7,7,3,5,5,6,2,7,7,6,4,7,4,5,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,1,1,5,0,0,0,0,0,0,5,4,4,3,2,3,2,4,1,2,1,8,3,51.55090332,9.932800293,-1,6,6,6,6,7,7,81,4,5,21,93,26,-6.0762,-3.0339,-4.37897,0.56276,-2.128601706,-1.062829518,-1.534031634,0.197144909,0,0,1,0,0
R_5d4o44vimYKXc0Z,Default Response Set,Anonymous,,,194.96.254.38,0,03MAY16:14:23:00,03MAY16:14:40:00,1,800150,2,0,1,,0,0,0,0,,,0,0,1,5,2,3,3,1,3,5,5,5,3,2,,5,6,4,3,5,4,1,4,6,4,6,4,2,7,7,7,7,3,1,4,4,4,6,4,6,7,6,2,6,1,7,2,6,7,4,7,3,2,3,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,3,3,7,7,7,7,7,7,2,2,2,2,3,3,1,1,3,4,3,22,2,48.01669312,16.58329773,-1,5,7,4,6,7,4,78,1,2,11,74,20,-3.37045,0.0136695,-2.54634,1.04327,-1.180729012,0.004788671,-0.892028516,0.36547617,0,0,1,0,0
R_b3dPHo17Kkb1rsp,Default Response Set,Anonymous,,,109.192.1.157,0,03MAY16:14:37:00,03MAY16:14:44:00,1,401035,2,0,1,,0,0,0,0,,,0,0,1,3,3,1,1,1,2,5,5,5,3,4,,7,7,3,3,6,6,1,3,7,7,7,4,1,7,7,7,7,3,2,7,6,6,4,2,2,7,7,1,7,5,6,2,7,7,7,3,6,5,1,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,1,2,5,0,0,0,0,0,0,1,2,2,2,1,1,2,4,1,1,0,7,3,49.00469971,8.385803223,-1,5,7,5,7,6,6,84,5,6,20,91,26,-3.98331,0.224845,-2.75209,1.99296,-1.395424848,0.078767231,-0.964106427,0.698169589,0,0,1,0,0
R_2u7dIqfJphR5VMF,Default Response Set,Anonymous,,,188.193.68.16,0,03MAY16:14:39:00,03MAY16:14:47:00,1,401042,2,0,1,,0,0,0,0,,,0,0,1,6,2,1,2,1,3,5,5,5,3,4,,7,7,4,4,7,7,2,2,5,5,5,6,4,5,6,6,6,7,4,6,6,6,7,5,1,5,6,2,6,4,6,2,7,5,5,1,4,6,7,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,2,2,5,0,0,0,0,0,0,3,2,2,2,1,2,1,1,4,2,1,35,2,48.3999939,10.01669312,-1,4,6,6,4,4,3,66,7,7,34,82,30,-1.90883,-0.346157,-0.535099,2.47721,-0.668697343,-0.121264998,-0.187454765,0.867811039,0,0,1,0,0
R_5ojPXz8yzN5qCrP,Default Response Set,Anonymous,,,141.39.226.23,0,03MAY16:14:42:00,03MAY16:14:50:00,1,401049,2,0,1,,0,0,0,0,,,0,0,1,3,2,1,1,1,1,5,5,5,1,4,,6,7,6,2,6,5,3,3,5,6,5,7,4,6,5,5,7,5,2,6,5,5,4,2,3,6,7,1,6,5,6,2,6,6,6,7,3,6,1,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,4,5,7,6,7,7,7,3,4,3,3,4,2,1,4,3,2,1,5,3,51.31199646,12.30769348,-1,6,5,5,4,6,6,72,1,5,18,80,28,-4.70872,2.03657,0.803574,0.562062,-1.649548966,0.713446953,0.281506367,0.196900387,0,0,1,0,0
R_3l64lcDdH8Wo05v,Default Response Set,Anonymous,,,93.196.114.76,0,03MAY16:14:45:00,03MAY16:14:53:00,1,401056,2,0,1,,0,0,0,0,,1,0,0,0,4,1,1,1,1,3,5,5,5,2,4,,5,7,1,4,7,3,1,4,4,7,7,6,5,6,7,6,7,4,5,7,6,6,6,6,4,7,7,3,6,7,3,2,3,7,5,4,5,6,6,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,3,1,2,4,4,4,4,4,4,4,2,2,2,3,3,3,2,1,3,4,1,15,4,52.4992981,13.38119507,-1,4,7,4,3,3,2,65,4,4,24,76,33,-5.74302,3.37697,-3.6231,-0.192044,-2.011882784,1.183013084,-1.269236832,-0.067276453,0,0,1,0,0
R_1EPaedVug4CkvvT,Default Response Set,Anonymous,,,94.220.128.17,0,03MAY16:14:42:00,03MAY16:14:54:00,1,401050,1,0,1,,0,0,0,0,,,0,0,1,3,1,1,1,1,1,5,5,5,1,4,,2,7,7,3,6,4,2,4,4,5,3,6,3,6,4,5,7,4,4,7,5,7,4,4,4,4,7,2,5,4,5,2,6,4,6,4,6,4,4,7,N,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,0,5,3,50.93330383,6.949996948,-1,5,6,4,5,4,4,62,4,4,20,77,27,-3.45427,2.88441,-0.0966941,1.08151,-1.210092659,1.010460493,-0.033873675,0.378872327,0,0,1,0,0
R_9Xn59A7Ei8HOuqh,Default Response Set,Anonymous,,,62.178.6.107,0,03MAY16:14:48:00,03MAY16:14:58:00,1,800161,2,0,1,,0,0,0,0,,,0,0,1,5,2,2,2,2,2,5,5,5,2,2,,6,6,5,6,7,2,6,6,6,6,2,6,5,5,5,6,7,6,6,6,6,6,5,6,6,6,2,2,6,5,6,2,7,7,1,1,1,7,7,1,,,,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,2,1,3,2,1,3,1,5,0,0,0,0,0,0,1,1,1,1,1,1,2,6,2,1,0,25,2,48.19200134,16.36709595,-1,2,2,2,3,2,2,53,7,2,29,66,29,-2.64673,-1.68226,-3.22003,1.20537,-0.927196931,-0.589325813,-1.128034191,0.422262703,0,0,1,0,0
R_1OkNuYAAgDZo0Gp,Default Response Set,Anonymous,,,79.247.82.53,0,03MAY16:14:53:00,03MAY16:15:07:00,1,401066,2,0,1,,0,0,0,0,,,0,0,1,8,1,1,1,1,2,5,5,5,3,4,,7,7,1,1,1,1,6,1,7,7,7,6,2,7,7,7,7,1,1,4,7,7,7,4,7,6,2,1,6,6,7,2,7,6,7,5,6,6,4,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,3,3,2,3,1,2,2,1,1,5,0,0,0,0,0,0,2,1,1,1,1,1,1,5,1,1,0,53,2,51.98579407,7.647994995,-1,7,2,7,6,7,4,80,3,1,15,80,24,-6.412,-1.3615,-2.3631,0.358578,-2.246238461,-0.476957839,-0.827836261,0.125616297,0,0,1,0,0
R_3r9icXX9KvJYVDf,Default Response Set,Anonymous,,,89.0.47.221,0,03MAY16:14:54:00,03MAY16:15:08:00,1,401069,2,0,1,,0,1,0,0,,,0,0,0,4,3,3,1,3,3,5,5,5,3,4,,4,6,5,4,6,5,3,2,4,5,3,4,4,5,4,6,6,5,3,6,5,4,6,4,3,6,7,2,6,4,5,2,5,5,4,3,5,5,7,7,D,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,1,1,5,0,0,0,0,0,0,2,2,2,2,3,2,2,4,1,1,0,11,3,50.78840637,6.104400635,-1,4,5,6,4,5,4,65,5,5,27,70,26,-0.963236,-0.346399,-0.91214,1.24006,-0.337438826,-0.121349775,-0.319538982,0.434415232,0,0,1,0,0
R_cunRY4hESt8yGLr,Default Response Set,Anonymous,,,87.152.69.208,0,03MAY16:14:56:00,03MAY16:15:09:00,1,401071,2,0,1,,0,0,0,0,,,0,0,1,8,2,1,4,2,1,5,5,5,1,4,,5,5,4,4,5,4,2,4,5,6,4,5,4,4,5,6,6,4,4,5,6,6,5,5,4,6,4,4,6,4,6,2,4,5,5,4,4,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,3,3,3,1,1,3,2,3,3,2,6,6,6,6,6,6,5,5,5,5,5,5,2,5,4,1,0,55,2,50.93330383,6.949996948,-1,4,6,4,4,4,3,64,4,4,22,71,24,-5.68451,-4.81737,-3.56666,-0.243395,-1.991385683,-1.687611007,-1.249464889,-0.085265629,0,0,1,0,0
R_6opUfjX8kohbHgN,Default Response Set,Anonymous,,,77.187.233.14,0,03MAY16:11:55:00,03MAY16:15:17:00,1,400506,2,0,1,,0,0,0,0,,,1,0,0,7,2,1,3,2,3,5,5,5,3,4,,4,6,6,2,5,6,2,2,6,7,7,4,3,6,6,6,7,2,1,5,6,6,6,3,6,6,6,2,7,6,7,2,7,6,4,5,5,2,4,1,,,,0,0,7,1,0,0,0,0,0,0,0,0,0,3,2,2,1,2,1,2,2,2,5,0,0,0,0,0,0,6,6,5,5,6,6,1,1,1,1,0,41,2,51,9,-1,6,6,6,5,7,5,80,3,2,13,84,26,-5.14611,0.592309,-1.40865,1.12724,-1.802774518,0.207496453,-0.493475329,0.394892365,0,0,1,0,0
R_40A9PNqXLPgiwM5,Default Response Set,Anonymous,,,94.114.253.76,0,03MAY16:15:11:00,03MAY16:15:26:00,1,401098,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,1,1,3,5,5,5,3,4,,7,7,5,2,7,7,2,3,7,3,7,7,5,5,5,5,7,6,3,5,6,5,7,3,2,5,7,2,6,2,6,2,6,7,6,1,3,6,2,1,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,3,2,3,2,1,2,1,3,1,5,0,0,0,0,0,0,1,1,4,1,3,2,2,1,5,2,1,18,4,51,9,-1,6,6,5,3,5,5,65,7,6,27,89,28,-3.1995,-3.86911,-0.733057,0.213757,-1.120842164,-1.355418542,-0.256802999,0.074882906,0,0,1,0,0
R_cIPUR82vP4urTfL,Default Response Set,Anonymous,,,188.106.8.249,0,03MAY16:15:23:00,03MAY16:15:30:00,1,401109,2,0,1,,0,0,0,0,,,0,0,1,4,2,1,2,1,0,5,5,5,2,4,,4,5,3,4,6,3,5,4,5,5,4,5,4,5,5,5,5,5,4,6,6,6,4,4,5,4,4,2,5,5,4,2,6,0,4,4,3,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,1,1,5,0,0,0,0,0,0,2,2,3,2,3,4,2,2,2,4,3,17,2,51.36669922,12,-1,4,3,4,4,4,4,56,4,3,22,60,26,-3.05606,0.846642,-0.426565,1.01408,-1.070592563,0.296593859,-0.149433361,0.35525039,0,0,1,0,0
R_1GhzHUAM61rqiwJ,Default Response Set,Anonymous,,,84.119.154.41,0,03MAY16:15:02:00,03MAY16:15:33:00,1,401084,2,0,1,,0,0,0,0,,,1,0,0,3,3,2,3,1,2,5,5,5,3,4,,5,7,4,4,7,6,1,4,5,5,5,5,3,6,6,6,7,5,4,7,5,5,7,4,5,6,4,2,6,1,4,2,5,5,6,2,3,5,5,1,,,,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,2,1,5,0,0,0,0,0,0,1,3,4,3,4,3,2,4,3,2,1,9,3,51,9,-1,4,7,4,5,4,4,67,6,3,24,74,27,-0.543299,0.181055,0.741011,1.74264,-0.190327372,0.06342681,0.259589427,0.610478009,0,0,1,0,0
